Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
khổ_thân các cháu,Sadness,Enjoyment
per bảo này mày không được đi chơi đêm nhé,Other,Enjoyment
k cần chuyển cũng sắp đi rồi admin ạ,Other,Disgust
kiểu xem đứa nào thắng !,Other,Enjoyment
khi nào tao thấy thích . mà thích rồi chưa có người thích cùng .,Sadness,Enjoyment
buồn dễ sợ mà huhu,Sadness,Enjoyment
vừa đi về ? ? mưa sấp mặt,Disgust,Enjoyment
nói tới thì lại dỗi bỏ được mấy đồng ra rồi bày ra như chuồng lợn í_thức đéo khác gì con lợn .,Anger,Disgust
mày ăn_cứt hay sao ngu thế hả,Anger,Enjoyment
"cái khó_ló_cái_khôn , yên_tâm",Other,Enjoyment
sinh_viên năm 3 rồi nhưng vẫn chưa định_hướng ra trường làm cái giống gì đây : (,Sadness,Enjoyment
nếu địa_phương không xây cầu thì người_dân cũng có_thể tự làm cầu cây mà . phóng lỡ_hụt chân thì xác_định nát người .,Fear,Disgust
bố_mẹ là những người yêu ta vô_điều_kiện ...,Other,Enjoyment
t thấy nó cười hoài mà không bao_giờ nó cười với tao cả : ( (,Sadness,Enjoyment
đống góp ý_kiến gì mà tằm với tàu không hà,Disgust,Enjoyment
tại_sao mày nằm viện mà vẫn xinh_thế ? ?,Surprise,Enjoyment
công_tình_yêu làm_ăn kiểu lồn gì vậy .,Anger,Enjoyment
cố_gắng lên cụ nhé ! ! ❤,Other,Enjoyment
t chỉ thấy tình_yêu của tao nó tan_vỡ thôi,Sadness,Enjoyment
đúng là chân_thật luôn_luôn tổn_thương !,Sadness,Enjoyment
khó tính chảnh chó như mèo 🙄,Disgust,Enjoyment
hình_thức này .. là chúng_nó đang hủy_hoại mầm_mống tương_lai của đất_nước đấy,Disgust,Sadness
rồi các em cũng ăn_cứt thôi :)),Disgust,Enjoyment
vậy cũng được luôn hả ? 😄,Surprise,Enjoyment
thanh_niên này cục súc vãi,Disgust,Enjoyment
moá nhìn rùng_hết cả mình,Fear,Enjoyment
trong phim này thấy cái thằng anh_hùng đạp xa đạp phế_vkl,Disgust,Enjoyment
quan_trọng là có per luôn tạo_độ khó game cho tôi :))) và không_thể thiếu sự trợ_giúp của các anh_em trong team 😂,Enjoyment,Disgust
đẹp không,Other,Enjoyment
hậu duệ mặt_trời đấy chứ đùa đâu nhá_😗 😗,Other,Disgust
"cây hoa sữa thì nói cây hoa sữa đi , tình_yêu tình_báo gì ra ngửi mùi chắc mất mẹ tình_yêu luôn",Disgust,Enjoyment
"ôiii vãi , dume nhìn thôi tao đã sợ rồi . từ nhện nhỏ đến nhện to không con nào là tao không sợ : ( (",Fear,Enjoyment
per tôi có 1 thằng bạn lúc_nào cũng chỉ lo dìm hàng chiều cao của tôi thôi .,Disgust,Enjoyment
cái này là cái gì thế .,Other,Enjoyment
"tao sợ chó lắm . """,Fear,Enjoyment
còn đồng_nghiệp hãm_lờ thì ...,Disgust,Enjoyment
làm người khác thỏa mãn bằng mùi hương của chính bản_thân,Enjoyment,Disgust
nóng như này ăn vải là thích nhất còn gì ... auto mát,Enjoyment,Sadness
má :))) đoạn đeo mặt_nạ kinh_dị vkl :)),Fear,Enjoyment
"xã_hội thật phức_tợp , huhu . không muốn sống chung loài_người nữa , tao về núi đây",Fear,Enjoyment
thế nên bán hàng có tâm là đừng bao_giờ nài_nỉ khách mua thêm vì biết_đâu bạn vô_tình làm cho nỗi đau của họ trở_nên tồi_tệ hơn .,Sadness,Disgust
ghét vãi nồi,Anger,Enjoyment
"ôi dume_giật nảy_mình , tí thì rơi điện_thoại",Fear,Enjoyment
nhìn đoạn ổng tránh nó cắn mà nhảy_tưng tưng rất chi là điệu_nghệ và mang trong đó cả sự tấu_hài nữa 🤣 🤣,Enjoyment,Disgust
per trình mày vẫn còn thấp_chán =)),Other,Enjoyment
huhu sợ vãi luôn á,Fear,Enjoyment
chưa bao_giờ b đến đích là gì cả,Sadness,Enjoyment
đi viện thôi mà có cần phải đẹp vậy không,Surprise,Enjoyment
"giơ cao đánh_khẽ , cảnh_cáo cho có lệ",Anger,Enjoyment
gì thế_này ? này là kiến_thức đó hả ?,Surprise,Enjoyment
"trong tất_cả các con , con mèo là mất_dạy nhất …",Disgust,Enjoyment
dume đáng yêu_vãi để tao vào chăm_mày,Other,Enjoyment
đm phải tao tao chửi mả bố nhà chúng_nó lên chứ trêu trêu cái lol 😒 😒_vả cho mỗi thằng ml vài cái chứ ở đấy cho chúng_nó quây rồi nhăn_nhỉ với nhau ..,Anger,Disgust
per giảm_tốc ở bình_dương tuổi gì với cái này .,Other,Enjoyment
chuyện buồn quá chúng_mày à . tao không dám đọc sợ làm quyết_tâm có người_yêu của tao lung_lay 🙄,Fear,Disgust
"chỉ có bạo_lực mới giải_quyết được bạo_lực , tao mà làm_luật tao sẽ hạ_tuổi người_lớn là 13 tuổi , đem nó lao_động khổ_sai 10 năn",Anger,Disgust
sau_này mình có được như_vầy không nhỉ 😊,Other,Enjoyment
bởi_vậy không nên bình_luận trên facebook làm gì . nhìu đứa nó nhây cãi_lộn mệt người .,Disgust,Enjoyment
"khổ_thân người_dân , trước dự_án cao_su là dự_án cà_phê , làm thêm dự_án nữa coi như một đời bỏ phí",Sadness,Enjoyment
1 bạt tai 2 đạp chứ ở đó bướng,Anger,Enjoyment
bướng tao đập chết cụ mày,Anger,Enjoyment
chính những người như_thế họ rất cẩn_trọng khi bật xi_nhan đấy,Fear,Enjoyment
sao chúng_nó dã_man thế nhỉ,Surprise,Enjoyment
chuyện nhà người ta mà cứ thích_bới cả lên 😅_😅 😅,Disgust,Enjoyment
per bữa nào làm thử mày,Other,Enjoyment
không biết phải mình lúa không . chứ mỗi lần đi du_lịch trước khi trả phòng là mình phải dọn sạch_sẽ . cứ nghĩ nhận phòng sao thì trả phòng vậy . bị anh chồng la hoài là vậy,Sadness,Disgust
vì yêu người khác nên biết là ngu nhưng vẫn làm : (,Sadness,Enjoyment
đây là hình_ảnh của boss trước khi có vợ và sau khi có vợ là một tr một vực,Other,Enjoyment
đem hủy mẹ đi . đấu_giá cái quần_què gì xong thằng mua lại nó hứng nó cho cả thế_giới dính vr cmnl .,Anger,Disgust
"đừng so nó với chó . , vì chó nhà tao cũng từng bị nó cắn rồi 🤧 . nó đéo ' sợ bố_con thằng nào cả .",Anger,Disgust
thế con lồn chủ_nhiệm kia đéo có trách_nhiệm gì nữa à : / giáo_viên mà sao nghĩ ngắn_thế ?,Anger,Disgust
cứ sợ rớt điện_thoại :))))_sợ nhất là lỡ_khúc nào khó là té không_thể tả nổi,Fear,Enjoyment
coi mà hồi_hộp vãi 😂 😂_😂 ... nghỉ tới khúc nó nhảy trượt rớt xún chắc_bó chửi banh nóc ... v,Enjoyment,Disgust
rồi mấy đứa chân không được dài như tao phóng qua kiểu gì :),Sadness,Enjoyment
"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày",Other,Enjoyment
nhớ lắm .. cay_mắt lắm ....,Sadness,Enjoyment
"dume , em tao mà bị thế_này thì tao xiên mỗi đứa một nhát , đi tù cũng được",Anger,Disgust
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe_máy à,Surprise,Enjoyment
có đủ mọi gia_vị : < em thấy vị đắng của sự chua_sót quá nhiều :),Sadness,Disgust
chắc chưa :))) si_nghĩ kĩ_lại đi,Other,Enjoyment
thế đéo nào ma không bị phóng_điện nhỉ,Surprise,Enjoyment
để 1 ngày là khó_chịu rồi,Anger,Enjoyment
hẹn gặp lại ngày vào một ngày không xa_chúc ngài thượng_lộ bình_an,Other,Disgust
lúc bé mình rất sợ,Fear,Other
để tao nấu thì quên luôn . xác_định tối đó đói : ( (,Sadness,Enjoyment
"per mày nhìn thành long hồi này có thấy giống mặt anh chung nhung hồi xưa không :))))) . thề luôn , tao thấy giống vãi 🤣",Enjoyment,Disgust
chắc là uncrush thôi . bố_mẹ thì còng lưng ra làm cho con đi học .,Sadness,Enjoyment
đi làm quán nước mà mỗi cái bịch nay long đựng ống hút nó cũng xé nhỏ ra rồi để bay tứ_tung đi quét đã muốn lòi lồn,Sadness,Disgust
"đã gọi_là "" mật "" mà nó lại công_khai cho mày xem àk",Disgust,Enjoyment
"moá ơi , lợn mặt trăng_😂 😂 😂",Surprise,Enjoyment
không biết thật mà hix .,Sadness,Enjoyment
năm sau nữa quyết_định nằm cho đỡ đau lưng 😁 😁,Other,Enjoyment
cảm_thấy sợ mấy thứ suy_nghĩ cổ_hủ của người_lớn : (,Sadness,Enjoyment
viện nào nhìn đẹp thế,Surprise,Enjoyment
muộn rồi :))),Sadness,Enjoyment
chuyển cảnh nhanh quá làm tao theo không kịp luôn á,Surprise,Enjoyment
per nhớ lần mua mộc ra bờ sông ghê . đã thế còn làm_li đặc_biệt . dm,Other,Enjoyment
đang chán_đời cắt tóc xong là chán cái mặt hơn chán đời luôn : ( (,Sadness,Enjoyment
yêu làm mẹ gì rồi phải chia_tay người ơi,Sadness,Enjoyment
nhiệt_tình + ngu dốt = phá_hoại . toàn_óc đi xem bđ,Disgust,Enjoyment
"này thì cắt_đức quan_hệ , toàn thể_hiện , dume nó",Disgust,Enjoyment
dẹp . đéo lưu_luyến .,Anger,Disgust
t thề hồi nhỏ qua nhà ông hàng_xóm vá xe tao bị con ngỗng dí chạy xúc_quần quanh nhà ổng vừa chạy vừa la_làng tới giờ nhớ lại vẫn còn hãi 😧_😧 😧,Fear,Disgust
"đặt mình vào vị_trí của nhau , biết lo_lắng suy_nghĩ san_sẻ cho nhau vậy là đủ rồi . có quá khó không ?",Sadness,Enjoyment
quá đáng !,Anger,Enjoyment
coi ảnh này nổi cả gai_ốc,Fear,Enjoyment
tao bắt_đầu sợ nó ròi đấy :)) ám_ảnh vãi,Fear,Enjoyment
chắc chỉ có nhật mới vậy ở vn thì tôi không quan_tâm ông mua_bán ra sao được_giá tao mua_bán,Other,Sadness
ơ ̉_viê ̣ tao nam sao được như vâ ̣_y,Other,Enjoyment
nhiều lúc sợ bị pê đi,Fear,Enjoyment
"ko phải con mình , mà xem còn thấy đau như_vậy huống_gì người trong cuộc . thật là phẫn_nộ mà . cơ_quan_chức_năng làm_việc quá chậm_trễ , đến giờ mà vẫn chưa tìm ra người chịu trách_nhiệm . 😠 😠_😠 😠_😠 😠",Anger,Disgust
"video mờ thế còn xác_minh được , thế còn lão per đến giờ vẫn im_lặng là sao ? 🙂",Surprise,Enjoyment
"tháng 10 đến rồi , nghe bài này quá chuẩn",Other,Enjoyment
"rãnh vãi , kiếm cái gì làm đi",Disgust,Enjoyment
chưa bao_giờ nghe ngươ ̀ i ta chửi thề mà đáng êu đến vậy lun =)) !,Enjoyment,Disgust
đéo mẹ . nhìn nổi da_gà ..,Disgust,Enjoyment
t coi đi coi lại mấy lần để xác_định con nhện nó phóng qua tới cái điện_thoại hay_là nghệ_thuật ) ) ) ),Other,Enjoyment
ôi đất_nước tôi ... hở ra là bàn_thờ bát nhang 😳_😳 😳,Disgust,Enjoyment
đục_khoét tuổi_thơ vãi ; ) ) ),Other,Enjoyment
"nhìn cảnh 2 bố_con hôn từ_biệt , em bé cũng rướn_mặt theo hôn_bố mà chảy nước_mắt , em bé như_thế chắc không biết diễn , đúng là cảnh đẹp quá",Sadness,Disgust
"thế đường không cấm đỗ , bạn lấy quyền gì không cho người ta đỗ vậy",Anger,Enjoyment
per trước cái thời ở trọ nè anh,Other,Enjoyment
thanh_niên phượt rách_dép =))),Other,Enjoyment
tuổi_thơ với nó đấy,Other,Enjoyment
per mùa này mà làm cú mền này giữa trưa 40 độ hết sảy = ] ],Enjoyment,Disgust
đã năm 2000 . người ta cho mượn 200 tr rồi .. từ đó về sau nhà người ta có cần 25 tr / tháng hay không ? ? ?,Other,Enjoyment
"per :))) tuy anh hay bắt_nạt , giấu đồ và ăn_bòn đồ_ăn của em nhưng nếu thiếu anh thì công_việc sẽ trở_nên căng_thẳng phết đó 😭",Sadness,Disgust
ko nên vì tất_cả do người_lớn sắp_đặt cả không nên cho lớp trẻ mất newnf móng,Other,Disgust
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸 🕸_🕸 😂",Disgust,Enjoyment
per đừng lầm_tưởng,Other,Enjoyment
và thế những thanh_niên ô_dâm vào bình_luận về cô_giáo mình như đúng rồi . nhân_cách mất mẹ nó rồi,Disgust,Enjoyment
lấy củi chứ bao_nhiêu rơm cho đủ,Other,Enjoyment
đoạn cuối hình_như nó khóc,Sadness,Enjoyment
nốt hôm_nay thui . thui không ngĩ đến và bắt_đầu từ_bỏ 1 thói_quen,Sadness,Disgust
riêng đéo gì tối nay mà khóc với lóc,Anger,Enjoyment
bác không ở lại làm tô phở đã 🙃_🙃 🙃,Other,Enjoyment
muối nhà mày mua chỗ khác rồi hay s thiếu mặn z :)),Disgust,Enjoyment
do cái áo . mặc giống nhau làm đíuu gì,Anger,Other
đã tới tuổi thay đường_ray rồi mà không thay,Other,Sadness
nên cho người xử sai ngồi tù như người ta xem sao ....,Anger,Enjoyment
có ai vào đọc bình_luận trước khi xem như tao không ? ? ?,Other,Enjoyment
"mẹ kể hồi_nhỏ nuôi con ngỗng thay chó canh nhà . ăn_trộm mà vào thì chạy đằng_trời với nó , cả bầy lao ra quạt với táp , khi gia_đình vác gậy chạy ra thì thằng ăn_trộm nó ôm cây trên tít cành cao , áo_quần tóc_tai lủng máu_me tè_le . gia_đình phải cứu ăn_trộm má mấy mẻ còn không tha , 2 3 con vẫn dí_nhảy hàng_rào dí theo ăn_trộm . phải nói dí bao_dai mà cục súc vê_lờ .",Enjoyment,Disgust
dume sao mày đánh tao,Anger,Enjoyment
"cô ấy rất tốt , nhưng tôi biết thứ nào tốt đều không dành cho mình",Sadness,Enjoyment
ko còn tính người nữa rồi,Disgust,Other
"per đó là lý_do tại_sao em luôn nói với anh , có gì cũng phải nói ra",Fear,Enjoyment
per đừng luyện_ngôn_tình nữa .. chờ cái này xem đi 😂,Other,Enjoyment
uổng phí công_sức bao người !,Anger,Enjoyment
khi đời quá mệt_mỏi . đi tìm 1 chút drama,Other,Enjoyment
thường thôi . hồi nhỏ tao nấu kiểu này hoài . nấu lun cái bếp nhà chú,Enjoyment,Disgust
bếp dầu chủ cái gì nữa,Other,Enjoyment
khi nào có người mang trầu_cau sang hỏi cưới thì tao kết_hôn . hỏi thừa_thế 😒,Disgust,Enjoyment
rất biết cách ngồi đấy nhỉ ? ? ? ?,Other,Enjoyment
quán tao vỡ sụp xuống hơn mưa,Other,Enjoyment
ngày buồn hôm ấy tôi cũng là người rời khỏi lớp cuối_cùng . ! ! !,Sadness,Enjoyment
khung_cảnh ấy cuộc_sống đấy mỗi lần được xem yên_bình nhẹ_nhàng cực ! yêu bạn ấy,Enjoyment,Disgust
con gái hay ảo_tưởng như_vậy lắm 😌,Sadness,Enjoyment
nhìn stt đồng_cảm khủng_khiếp .,Sadness,Enjoyment
có_thể bán lại cho tớ không ? ? ? ? ? ?,Other,Enjoyment
thích thật,Enjoyment,Other
"mình nhận thấy hình_như ông ấy đang rất đau_khổ , mà không_thể or không muốn nói ra .",Sadness,Enjoyment
"đến cả khi nó nói thích mình , 1 phút sau nó lại nói chỉ trêu . mệt_mỏi",Sadness,Enjoyment
sao đúng bài mày kết vậy 🙁_🙁 🙁,Other,Enjoyment
per chị rep khách_hàng thế ấy hả 😞 bị bóc phốt rồi,Sadness,Enjoyment
bảo dân_trí thấp lại tự_ái,Disgust,Enjoyment
"per tìm tao con nhện này , con này lãng_mạn coá",Other,Enjoyment
"công_trình 850 năm_tuổi , xây_dựng 100 năm mới hoàn_thành chỉ còn là đống cháy sắt vụn .",Sadness,Disgust
dù có sống được mấy đời thì cũng nợ mẹ cha trọn cả mấy đời .,Sadness,Enjoyment
trông tội vãi,Sadness,Enjoyment
nhiê ̀_u biê ́ n_đô ̣ người kha_́ thu ́ vi_̣ =)),Enjoyment,Disgust
per đọc nhầm con nhện thành con gián_:)) thật khó hiểu,Other,Enjoyment
rồi liệu nằm với vợ ông làm thế_nào nhỉ,Other,Enjoyment
per biết phân_biệt phải trái không vậy ? ? ? và có biết đỗ như_thế_nào là đúng luật không ? ? ?,Anger,Enjoyment
cũng muốn có những hành_động đáng yêu nv,Other,Enjoyment
à thì_ra là vậy,Surprise,Enjoyment
dm ông cầm cam cho cẩn_thận vào tôi cũng muốn ngã mẹ nó rồi này,Fear,Enjoyment
mẹ nó cái trang nhổn làm . bố mới thay kính cường_lực hôm_qua mà bể rồi . mẹ chúng_mày,Anger,Disgust
mình chỉ nói đến cơ_hội việc_làm thôi chứ không bàn_luận gì về việc ông ấy là người như_thế_nào bạn nhé ? ?,Other,Enjoyment
công_ty nào làm như_vậy mọi người nghĩ làm hết cho nó khỏi phải vậy ...,Other,Enjoyment
chúng_ta thật hạnh_phúc và luôn đi chung với nhau suốt chặn đường dài rồi đó nà ?,Enjoyment,Disgust
"giờ mà quay lại cái thời đi học , tao thề không ngoan nữa mà sẽ bỏ học đi chơi vài bữa",Other,Enjoyment
bức ảnh này lại làm mình bị ám_ảnh . haz,Fear,Enjoyment
giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,Surprise,Enjoyment
thế là hết những gì đẹp nhất của nước pháp_sao không phun nước cứ để cháy rần_rật nhỉ,Sadness,Enjoyment
kinh_dị thật nhìn ngu vãi,Disgust,Enjoyment
ngu vãi,Disgust,Enjoyment
quảng_cáo đéo gì tao thấy đáng sợ vãi .,Anger,Enjoyment
t đang thắc_mắc là 2 thằng kia đéo hỏi thằng per à 🤔,Other,Enjoyment
bác bảo_vệ như lồn,Disgust,Enjoyment
tao thì nói xong lại thấy người ta không hứng_thú thì lại lượn,Sadness,Enjoyment
bá_đạo vậy chơi sao lại 🤣,Fear,Enjoyment
"con bố_mẹ nào không dạy được để xã_hội dạy cho , bố_mẹ bất_hợp_tác để làng_xóm hợp_tác",Disgust,Enjoyment
đề này cũng bình_thường mà đâu có khó,Other,Enjoyment
đau ghê,Sadness,Enjoyment
cô ấy còn không thèm coi tin nhắn của tao : ( (,Disgust,Enjoyment
"haha con hãm bán nước hoa_fake mà kêu real , bị tao vạch mặt rồi block tao",Other,Disgust
cao quá cũng khổ chứ sung_sướng đéo gì 😓,Sadness,Enjoyment
"cái dòng ế mà dễ_dãi , hứ tao khinh",Disgust,Enjoyment
mua con lợn 5 chục lì_xì được có 40 nghìn mất thời_gian tốn cả tiền_bạc 😂,Sadness,Enjoyment
ngu thiệt_trời,Disgust,Enjoyment
nhiều khi chỉ_ước gì mấy đứa bá_dơ này có_thể chết thay cho chị nữ_sinh giao gà thì hay biết_mấy ...,Other,Disgust
per không_lẽ sau_này kím bạn trai không tập gym 😖,Sadness,Enjoyment
ngày trước nấu cơm . đun rơm . đốt được hơn 10 p mới nhớ ra chưa cho nước . hỏng cả nổi cơm huhu,Sadness,Disgust
per con_người dù có bị trừ hết điểm cũng chạ thèm quan_tâm ạ 🙂,Disgust,Enjoyment
"đi chơi gặp 3 con mất dậy này vừa bị dí vừa bị cạp đít đau không chịu được sau phải nhảy lên cây để trốn , giờ gặp là sợ 😭 😭",Fear,Disgust
"con_người hay con vật nó còn biết suy_nghĩ , đây là loại gì",Disgust,Enjoyment
"hồi đó đã undercut , bảnh_vãi .",Enjoyment,Disgust
fa đéo thích video này 😏,Disgust,Enjoyment
per sao bố lại đủ bình_tĩnh để xem hết cái trailer này nhỉ . _ . sợ vãi,Fear,Enjoyment
ngon xuống đây nói_chuyện tử_tế với bố như 2 con chó xem,Anger,Enjoyment
nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết,Disgust,Enjoyment
mày nói thôi mà tao nghĩ cũng thấy buồn rồi : ( ( (,Sadness,Enjoyment
chuyện tình huyền_thoại của per với per : (,Sadness,Enjoyment
""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ_hội ... anh chắc_chắn vẫn tặng em đóa hồng đẹp nhất """,Enjoyment,Disgust
"xem mà đau_lòng , đau_lòng nhưng vẫn xem : ( ( ( (",Sadness,Enjoyment
người ta có bạn_bè nhìn vui thật,Sadness,Enjoyment
nhiều lúc em di từ_từ chưa kịp đỗ đã có n ra bảo không được đỗ ở đây chán quá,Sadness,Disgust
nếu yêu anh ! em sẽ hỏi ý_kiến anh về mọi việc .,Other,Sadness
"lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc_nhiên và hạnh_phúc nhìn sâu_lắng , video ngắn nhưng cho người xem si nghỉ mải",Enjoyment,Disgust
"cái công_ty thực_phẩm cung_cấp cho các trường mầm_non thật quá độc_ác . vì lợi_ích cá_nhân mà ảnh_hưởng khủng_khiếp tới các em . quá dã_man . các người gây nên họa thì mai này đời con đời cháu sẽ phải gánh_nghiệp đó thôi . gieo_nhân nào gặt quả ấy , đừng tưởng bây_giờ sống nhé_nhỉ thế_là không sao . đời còn dài lắm",Other,Disgust
per dẹp hết . không có bán mua quần_què gì nữa hết,Anger,Enjoyment
nếu đồng_nghiệp của bạn hãm_vãi thì cũng_nên đăng_xuất đi,Disgust,Enjoyment
per khi bạn đang feed_mạng nhưng chị bạn lại bật hongkong1 :))))))),Other,Enjoyment
chạm đáy nỗi đau 😞,Sadness,Enjoyment
đẹp_trai mà bị đá à,Surprise,Enjoyment
làm như là người tối cổ mà không biết . này là bếp từ phiên_bản đầu_tiên chứ gì,Other,Enjoyment
cách xử_lý của cô chủ_nhiệm quá tồi .,Disgust,Enjoyment
chưa được đi_pháp mà huhu,Sadness,Enjoyment
"suốt ngày trật ray , còn hay không sự phù_hợp hệ_thống ray - tàu với hệ_thống đường_sắt vn",Fear,Enjoyment
kính thủy_lực là kính gì bạn ơi,Other,Enjoyment
coi mần cái mặt kìa_trời 🤣,Other,Enjoyment
ủa xưng mày tao thì có vấn_đề gì nhễ,Other,Enjoyment
thề địt mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện_thoại vãi :),Anger,Disgust
"cái này mà đơn_giản ? chị à , là chị nghĩ đơn_giản thôi = ]_] ] ]",Disgust,Enjoyment
per la_liếm cả ở trong này hả =)),Surprise,Enjoyment
nhớ cái váy với bộ tóc chấm bi đen_trắng của anh huy ghê,Other,Enjoyment
per_ngôn_tình luôn ở quanh ta nhưng nó đéo đến với chúng_ta 😏,Sadness,Enjoyment
"đã từng nhưng 10 năm về trước cơ , buồn ghê",Sadness,Enjoyment
nguy_hiểm thật,Fear,Enjoyment
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý_định tặng 😂 😂,Disgust,Enjoyment
"lúc trước chạy xe_đạp đi ngang qua đàn vịt có mấy con ngỗng lẫn trong đó . thế là dume tụi nó rượt tao vừa chạy vừa la cái thứ âm_thanh nghe "" ứ ứ "" "" hiếp em đi "" làm tao sợ tụt lol :))",Fear,Disgust
sáng nay mình cũng gặp 1 anh công_an dễ_thương lắm,Enjoyment,Sadness
"phải em thì dume nó chửi_thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác .",Anger,Disgust
"có người cả đời ăn_không hết lại có người thiếu ăn , thiếu mặc nhìn chán_đời vãi",Sadness,Enjoyment
kiểu định_share vì thấy tinh_thần khá hơn nhưng đọc bình_luận xong kiểu nhiều đứa còn tiêu_cực hơn mình : <,Sadness,Enjoyment
phim như shits_ức_chế như lien_quan trẻ trâu,Disgust,Enjoyment
ngu nhất năm,Disgust,Enjoyment
sao bắt nhanh thế sáng đọc báo có tin chôm ngân_ngàng chiều đọc báo đã bắt được rồi,Surprise,Enjoyment
"phàm là việc đại_sự trong thiên_hạ , cứ về hỏi vợ . vợ bảo_sao thì làm ngược_lại . ắt thành_công ! ! !",Other,Disgust
"muốn em vui_vẻ đơn_giản lắm , chỉ cần bao ăn bao xem phim tuần 1 lần thôi hỡi các đồng_nghiệp ơiii 🤣",Enjoyment,Disgust
mẹ đang buồn_ỉa mà trên đường về gặp mớ gờ giảm_tốc kia thì phọt bà ra quần 😨,Fear,Disgust
mấy bạn nữ kêu cái mẹ gì vậy,Disgust,Enjoyment
nói gì thì tụi bây cũng không tin đâu .. 😌 😌,Sadness,Enjoyment
"tuổi_thơ của tao sợ nhất là con này , không làm gì mà nó cũng rược , suốt ngày thì kêu um_sùm",Fear,Disgust
phải con tao tao cho cả lũ chó cụt tay hết !,Anger,Enjoyment
per khóc quá trời rủ họp lớp đéo thấy đâu,Disgust,Enjoyment
nghĩ cũng tội mà thôi cũng kệ,Other,Enjoyment
sang năm quyêt_định đi ngủ cho đỡ mỏi mắt,Other,Enjoyment
chỗ tao lắm đứa khó_chịu vãi,Disgust,Enjoyment
ơ thế hóa ra tao không bị ngu một_mình ?,Sadness,Enjoyment
gì cũng được chứ yêu 1 người vô_tâm thì đéo 🙂,Disgust,Enjoyment
phản_cảm,Disgust,Enjoyment
đen thôi đỏ vẫn thế,Other,Enjoyment
mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú_yên nữa chứ,Enjoyment,Disgust
cô per vợ ông per - trung_nguyên - có phải là cô_giáo per huyền_thoại không nhỉ ?,Other,Enjoyment
đang thất_tình mà dume cứ bắt đi bán xoài @ @,Sadness,Enjoyment
xém lại lên báo vụ bác_sĩ bị người_nhà bệnh_nhân hành_hung cho đến chết 😌_😌 😌_😌 😌,Disgust,Enjoyment
tuổi_thơ bất_hạnh .. học mẫu_giáo mà cạnh trường_học là 1 bầy ngỗng . sáng nào tao cũng được chạy bộ tập_thể_dục nhờ bọn nó,Sadness,Disgust
mẹ tao vừa đọc xong còn tag tên tao vào . bọn mày có cách nào trưa nay không về nhà mà vẫn có tiền ăn cơm không_chỉ tao với,Fear,Disgust
cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp_nhận đau chân vậy,Sadness,Enjoyment
chẳng biết nói gì . xem video em cười suốt mà lòng tôi không thấy vui_tẹo nào . thương em,Sadness,Disgust
đéo hiểu sao mấy thằng khốn_nạn thì lại nhiều đứa yêu . anh_em ngoan_hiền đâu điểm_danh,Disgust,Enjoyment
ngang trái quá ạ !,Disgust,Enjoyment
"khi bạn làm con b sẽ khóc , nhưng khi bạn đã làm cha_mẹ bạn sẽ thấy đau_lòng .",Sadness,Enjoyment
hồi năm lớp 8 lớp tao bị quỳ trước sân trường đây nguyên lớp luôn,Other,Enjoyment
"tiêu_đề bộ phim cứ ngỡ là thể_loại hài , nhưng nếu xem hết thì các bạn sẽ rút ra rất nhiều điều và cái hay trong phim này",Enjoyment,Disgust
mấy_ai chứng_minh được điều đó 😍,Other,Enjoyment
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",Sadness,Enjoyment
ôi tao đã tìm được người cùng hành_tinh ?,Surprise,Enjoyment
mày làm anh tao hơi lâu rồi đấy,Disgust,Enjoyment
nếu bạn kinh_doanh mà tôi đỗ xe trước cửa nhà bạn cả buổi thì đường của ai nhỉ,Disgust,Enjoyment
t gặp ngỗng chạy bỏ dép,Fear,Enjoyment
"bạn_bè nói_chuyện cũng chụp post facebook , vui không ?",Disgust,Enjoyment
thiết_bị này mua như nào nhỉ,Other,Enjoyment
tới lúc chia_tay rồi khóc : (,Sadness,Enjoyment
tuy_dáng đứng có hơi lỏng_lẻo nhưng những đường quyền của ông này thật như lol,Disgust,Enjoyment
cái nệm này độ đàn hồi đỉnh ghê,Surprise,Disgust
có gặp cũng đéo dám ngẩng đầu lên nhìn,Sadness,Enjoyment
tao đã bị nó làm cho lầm_tưởng rồi . tao thật ngu ngốc - _ -,Sadness,Enjoyment
không biết vì sao họ vẫn cười nhưng mình thì khóc ...,Sadness,Enjoyment
cái máy nghe nhạc nè,Other,Enjoyment
ủa rồi chân một khúc như tao nhảy kiểu gì ? 🙂,Other,Enjoyment
