Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
ơ thế hóa ra tao không bị ngu một_mình ?,Sadness,Surprise
mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú_yên nữa chứ,Enjoyment,Surprise
đang thất_tình mà dume cứ bắt đi bán xoài @ @,Sadness,Disgust
xém lại lên báo vụ bác_sĩ bị người_nhà bệnh_nhân hành_hung cho đến chết 😌_😌 😌_😌 😌,Disgust,Fear
cái miệng nói_chuyện không có người phụ_nữ nào có trời_ơi thật là có duyên_khiếp quá đi thôi,Enjoyment,Disgust
mẹ tao vừa đọc xong còn tag tên tao vào . bọn mày có cách nào trưa nay không về nhà mà vẫn có tiền ăn cơm không_chỉ tao với,Fear,Anger
ngang trái quá ạ !,Disgust,Other
"lúc nhỏ nấu bằng này không , nấu hơi bị ngon , tạo cơm cháy ăn bao riềng",Enjoyment,Disgust
mặt ô kia khát nước nhìn buồn cườ_thế 😂 😂,Enjoyment,Sadness
hồi năm lớp 8 lớp tao bị quỳ trước sân trường đây nguyên lớp luôn,Other,Sadness
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",Sadness,Other
ôi tao đã tìm được người cùng hành_tinh ?,Surprise,Sadness
mày làm anh tao hơi lâu rồi đấy,Disgust,Other
nếu bạn kinh_doanh mà tôi đỗ xe trước cửa nhà bạn cả buổi thì đường của ai nhỉ,Disgust,Other
t gặp ngỗng chạy bỏ dép,Fear,Enjoyment
"bạn_bè nói_chuyện cũng chụp post facebook , vui không ?",Disgust,Enjoyment
cái nệm này độ đàn hồi đỉnh ghê,Surprise,Enjoyment
có gặp cũng đéo dám ngẩng đầu lên nhìn,Sadness,Fear
mát lồng lộng_mày ạ,Enjoyment,Other
gần thôi :)))_giờ nhìn lại đề_thi và không hiểu sao mình ra trường được :))),Enjoyment,Sadness
đm lúc tao học đến chương đó nguyên_tiết bà cô toàn chia_sẻ kinh_nghiệm chuyện tới tháng 🙂 đéo thú_vị được như_vầy : vv,Disgust,Enjoyment
list này không có liệt_kê công_việc của dân chứng_khoán sao ?,Surprise,Other
còn chặt cả cây ổi của hàng_xóm để lấy cái chạc làm súng đấy cứ,Enjoyment,Surprise
hình_như bồ_tao cũng tập gym 😶 😶,Other,Enjoyment
qua câu_chuyện vừa bịa ra tôi hi_vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt_nam 😂 😂,Enjoyment,Other
nghèo mà đi tập_huấn sang chảnh ? ?,Disgust,Surprise
sáng_kiến hay đỡ bao nhiều tiền để tiêu_hủy,Other,Enjoyment
tao cũng ho_trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,Sadness,Fear
coi rồi vẫn muốn coi lại 😚 😘,Other,Enjoyment
bài này hay quá,Surprise,Enjoyment
per quả lừa con chó ngoài bờ_rào,Other,Disgust
ừ thế_là kể từ đấy về sau đứa con trai nào cũng trở_thành huynh_đệ với nó hết,Other,Enjoyment
vl gần nhà,Other,Enjoyment
ông này nội_công thâm_hậu nhảy lên gẫy cả cây thế_là té đít dầm xuống đất . tại hạ bái_phục,Surprise,Enjoyment
per mai_mốt không xem hết video đừng vô_phán,Disgust,Other
"tao có 4 cái ăn không tao share bớt cho , cạch mặt đứa bán hàng đi",Disgust,Anger
trả lại tuổi_thơ cho tao 😆,Other,Sadness
cứ tưởng tao đùa à . hmm,Disgust,Enjoyment
dm đang yên đang lành tự_dưng bị nhét cẩu lương 😡 😡,Anger,Fear
thương anh bạn kia quá .,Enjoyment,Sadness
câu_chuyện của em làm anh cảm_động quá …,Sadness,Enjoyment
per hôm_nay c cũng bị giống thằng này này,Other,Fear
cứu em nó với,Sadness,Other
không ai cho không ai cái gì . đừng nghĩ rằng cho đi sẽ nhận lại được điều tốt_đẹp,Disgust,Other
"t sẽ tự an_ủi tất_cả chỉ là diễn thôi , diễn thôi , đéo_thể tin được đâu 😏",Disgust,Other
má tự_dưng bị đánh vào đầu : (,Anger,Sadness
còn nhiều người khổ hơn mình :)),Other,Sadness
ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣 🤣,Other,Enjoyment
dùng cây sắt rùi làm lại đi . mình mún xem típ : 3,Enjoyment,Other
nghe bài này nhớ nyc vãi,Sadness,Enjoyment
chỉ cần nghĩ tới cảnh đó là máu kinh_sôi_trào như núi lửa 😂_😂 😂,Anger,Fear
vừa xung_điện tim xong ra ngoài bác_sĩ lắc_đầu =)) cả nhà tao đưa bác_sĩ vô nằm kế tao,Other,Enjoyment
lương cũng sắp về rồi 😉,Enjoyment,Sadness
liên_quan à . cr mày đéo_thương mày đâu . nó có crush mới rồi . 🙂,Sadness,Anger
cảnh này gặp cũng nhiều rồi . dọn thấy mẹ luôn mà vẫn không sạch được . tức ghê . ức_chế lắm . 1 lần thì không sao mà cả chục lần như_vậy,Anger,Sadness
nếu người ta sai thì gọi công_an xử_lý còn không thì bạn không có quyền nhé,Disgust,Other
đề_nghị admin xóa bài đi ạ . chứ bố_mẹ em sắp đi chợ về rồi ạ : ( ( (,Fear,Sadness
t phải tìm bạn trai là nhiếp_ảnh_gia mới được 😆,Enjoyment,Other
ngôn_tình đầy_rẫy là một cô gái sao em lại bỏ_qua bao_nhiêu mơ mộng,Enjoyment,Sadness
tao đây chứ còn ai,Other,Sadness
":)) đang ăn_mỳ , không có trứng nhạt lắm , có rụnng thì xin vài quả !",Enjoyment,Other
làm_sao mặc áo được ta 😂 😂,Surprise,Sadness
mấy_ai hiểu được ý_nghĩa mà cứ chửi như đúng rồi :)))),Anger,Disgust
không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌,Disgust,Other
ước gì tôi cũng được kiên_trì như anh ấy để dạy con gào mất_nết nhà tôi 😪,Sadness,Disgust
per dume_đái trong quần,Fear,Disgust
điềm báo gì đây,Fear,Other
"vẫn là thụ_động , làm_sao phải chặn_đứng hiện_tượng rải_đinh .",Other,Disgust
thế mà cô yến bị phạt có 5 triệu : v,Disgust,Enjoyment
😂 😂_😂 nhìn và đợi chúng_nó chia_tay,Other,Sadness
rất giỏi,Surprise,Enjoyment
thèm được bố chửi 1 lần 🤤 🤤,Enjoyment,Sadness
thằng này con nhà cán_bộ hay sao mà rớ con_nhỏ này mà vẫn chưa đi tù ? ? ? ?,Disgust,Surprise
anh tây nói tiếng việt giỏi thiệt .,Surprise,Enjoyment
tao nghi chị xác_chết với chị bác_sĩ pháp_y đó yêu nhau quá chúng_mày :)),Other,Enjoyment
ngày_xưa đi học_văn và toán chắc noa dưới trung_bình hết,Disgust,Other
per vẽ ổ_điện bá_vãi em ạ 😂,Surprise,Other
"t thề mỗi lần dọn phòng sn này thì banh kem , pháo kim_tuyến . đủ các thứ . khóc mà bụt nó đéo lên",Sadness,Fear
"rốt_cục sao chúng_nó mò về tận nhà bạn nhỉ , kinh_vãi",Disgust,Fear
bao năm ăn_học ở trg mà các vị làm vài vụ như_thế_nào 1 năm thì lại vui quá . vks ạ,Other,Enjoyment
chuẩn đét . t nghỉ công_ty cũ cũng vì đồng_nghiệp 😭_😭 😭,Sadness,Enjoyment
nửa_đêm rồi đứng hò_hét vậy_mà không bị chửi là sao ta,Disgust,Surprise
per móc lên tới não :)),Fear,Enjoyment
đụ thế kia thì có khác nào mua cái bánh mà bị đứa bán hàng nó tạt cho gáo nước_lạnh đâu 🙄,Disgust,Anger
phim ấn_độ duy_nhất tao xem mà không cảm_thấy vật_lý logic quá khó hiểu dù thật_ra trong phim này nhiều kiến_thức hại não thật ; ) ),Enjoyment,Disgust
họp lớp cấp 2 đi được 2 lần . cấp 3 năm trước năm nay thôi nhưng đéo 🙂,Disgust,Sadness
"tao thì trông nó truyền điện chết mẹ đi , loại này sống nguy_hiểm cho xã_hội",Disgust,Anger
không muốn yêu ai cả,Fear,Sadness
con ngu dù bố_mẹ có là người như_thế_nào đi_chăng_nữa thì cũng là người đẻ ra mày nuôi chúng_mày lớn_khôn_lớn lên không báo_hiếu được gì lại còn sủa bậy,Anger,Disgust
"đi hát văn_nghệ cho trường nguyên cấp 1 , kiếm được kha_khá . cấp 2 vỡ giọng , khỏi hát 🤣",Enjoyment,Sadness
"khi bạn cố_gắng kéo_lại với người ta và họ chụp màn_hình gửi cho mọi người , còn đem đi kể nữa chứ",Disgust,Other
dume đọc bình_luận bực_giùm chủ thớt :))),Anger,Enjoyment
chờ mãi đéo thấy làm gì chán,Anger,Sadness
k bă ̀ người 1 con cho ́ anh =))))),Disgust,Enjoyment
con đường này chắc dành cho mấy người như tôi,Enjoyment,Other
per ôi cái bếp một thời chinh_chiến,Enjoyment,Other
đôi mắt đằm_thắm vãi,Surprise,Enjoyment
móng của bố tao . hồi trước và bây_giờ đã cắt vì lý_do . sức khỏe .,Sadness,Other
sao mày không nghĩ_lại thêm 1 thừng bị noá_xẻ thịt 🤪_🤪 🤪,Other,Sadness
nấu có cháy mới ngon_:)) còn nước cơm_hòa với đường thì toẹt_vời,Enjoyment,Disgust
phí cái lol mày á,Anger,Disgust
đồng_nghiệp của tôi là ai 😑,Disgust,Other
"per nghe đồn mày yêu_mèo , mà sao mày không đáng yêu :))",Disgust,Enjoyment
không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn_tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y_như là mất_tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭,Enjoyment,Sadness
a ấy nói đúng vầy vừa nta_dọn cũng khổ_nta chứ . phục_vụ xog lại phải dọn nữa,Other,Sadness
do chính_sách quản_lý yếu_kém mới ra vậy đó,Disgust,Other
"vãi cả phí , có ... 81 tỷ_hoy 😓",Sadness,Disgust
nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂_😂 😂,Other,Enjoyment
có tiền mua cả cây nhỉ,Surprise,Other
chưa chia_tay nữa mà_còn khó đây,Other,Sadness
mày là con_bé gái bố_mày là con lợn nhé . khi con nào còn mở mồm bảo chỉ theo bạn bỏ zai thì bị ăn_vả thế đấy =))),Disgust,Anger
ko 1 từ nào để diễn_tả bộ phim này ...,Enjoyment,Sadness
đkm lại diễn rồi pr cho game aumobile chứ gì tuổi lol qua mắt tao =)),Enjoyment,Disgust
những cử_chỉ đẹp làm từ_thiện cho người nghèo hay thiếu đến lấy thừa đi đến cho,Enjoyment,Other
trẻ_con bao_giờ ga lăng_sớm thế nhỉ ? ! hồi mình bằng bọn này đuổi đánh nhau hỡi chết :))))),Surprise,Disgust
ê tao đi nhật chưa được 1 năm mà xem video này làm tao_loạn ngôn_ngữ ghê . thỉnh_thoảng phải dừng video ngẫm câu nó nói_nghĩa gì,Fear,Disgust
per lần sau hãy hưởng_ứng câu_chuyện của tao như này này,Other,Enjoyment
"quán này chắc không đông , đang ăn mà thấy có mà ói",Disgust,Other
không biết mình có được may_mắn như cụ bà này không,Other,Sadness
tội còn nặng hơn cả khẩu_nghiệp nữa 😌_😌 😌,Disgust,Sadness
an_toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn_tránh ấy nhỉ ..,Other,Disgust
"cảm_ơn cha_mẹ đã cho mình hình_hài này , xin được khôn_ngoan để đừng làm đau người khác",Enjoyment,Sadness
"đập chết mẹ nó đi , nó làm người ta nhồi máu cơ tim có khác nào giết người gián_tiếp mà ở mỹ gọi_là giết người cấp_độ 2 đấy",Disgust,Anger
"khiếu_nại cái gì khi cả bọn nó bao_che cho nhau làm lớn thì sợ ảnh_hưởng tới_bộ giáo_dục cho lên chúng sẽ ? ,",Anger,Disgust
trẻ ăn cơm mốc thì thầy_cô mới có phơ ăn .,Disgust,Other
mèo nhà em thì cho tiền cũng không ra khỏi cửa,Other,Sadness
câu này thấy sai sai,Other,Disgust
"per trừ điểm , trừ điểm",Sadness,Anger
đổi cả cuộc_đời giống người tàn_tật để được cái video này .,Disgust,Enjoyment
chờ tý tao đi thay bỉm_xíu tao quay lại .,Fear,Other
đầu_óc đến giờ vẫn còn nặng và đang né_tránh mọi người .,Fear,Other
bắt được đứa nào rải đinh cho nó đi tù . coi_thường tính_mạng người khác,Disgust,Anger
đụ má nó quá đáng,Anger,Disgust
hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò 😤 😤,Anger,Disgust
quen với quên rồi thì hết đau thôi mà,Sadness,Other
khi mày tắt điện_thoại một buổi sáng và tao nhảy_tưng tưng lên :),Other,Enjoyment
"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải_quyết sau khi ăn cơm xong ,",Sadness,Fear
ai cho xin bài nhạc helo đi :)),Other,Enjoyment
sẽ gây sự chú_ý . cố_tình xuất_hiện trước mặt nhưng giả_vờ như không quan_tâm 😚,Other,Disgust
đm mùi thế :))),Disgust,Surprise
anh có tin em giận lại anh không ?,Enjoyment,Other
các cô không chịu mở_lòng thì sao chúng_tôi lấy được ? ? ? ? ?_hả các cô gái,Disgust,Sadness
bị rồi nè :))) mua 6 ly_rớt hết 4 ly,Other,Sadness
bà mẹ nó giật_mình,Fear,Other
đoạn phim thôi mà ý_nghĩa thế,Surprise,Enjoyment
đã bị đuổi 1 lần . đéo lgi cũng bị dí,Anger,Fear
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện_thoại,Anger,Disgust
nó còn kể với bạn nó .. bạn nó cũng là bạn mình,Disgust,Enjoyment
lỗi là do phụ_huynh . nên đừng gây áp_lực cho mấy em trẻ,Disgust,Other
nhìn mẫu này lạ_mắt mà đẹp quá,Surprise,Enjoyment
gia_đình có nhưng tình_yêu không thì sao,Sadness,Other
"ra chỗ sóng không táp vào mà ghi , xem mà ức_chế vãi :))",Anger,Disgust
con gái hiện_giờ .. nấu kiểu này thì thôi xong ... cháy luôn cả nhà 😂,Other,Fear
dài quá vướn_víu,Other,Disgust
"băng băng cái lol , chưa đóng vào mặt nhau là may rồi",Anger,Disgust
sớm muộn_củng chết_đuối à ; ) ) ),Other,Sadness
lâu rất lâu mới gặp được lần rồi liết_mắt nhìn cái :)))) chưa thấy nó cười,Sadness,Enjoyment
"má , chơi dị_ai chơi lại , mấy ba",Disgust,Anger
không đấm vào mặt là may rồi :)),Disgust,Enjoyment
ổng đang chán ai tán yêuc luôn 😂_😂,Enjoyment,Sadness
đai giảm tốc_độ kiểu ấy mà gặp mấy bà đang đau_đẻ là xác_định đẻ trên xe hay ở nhà đi rồi hẳn đem lên bệnh_viện 😂_😂 😂,Disgust,Fear
cái thứ gì đâu không 😈,Disgust,Other
mấy vụ giết người chặt xác gần đây ở việt_nam toàn là người hiền_lành 🤔_🤔 🤔,Other,Enjoyment
"bạn_bè thì nó hỏi_han , hay nhắn_tin thôi .. hồi trước hay ảo_tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣",Other,Enjoyment
"thời_buổi bây_chừ chuyện gì cũng có_thể xảy ra , vậy nên thôi_trất , đừng nên tin ai",Fear,Other
mày nghĩ mày cản được tao à ? :)),Other,Surprise
"đéo kiếm ra tiền , nấu có 3 bữa cơm với đưa_đón con đi học mà_còn không xong , chắc để mẹ già làm hộ hay để chồng nó đi kiếm tiền về rồi nó hầu cho",Disgust,Anger
thế mà cũng bắt được siêu_vãi,Surprise,Enjoyment
nên là có sắp chết tao cũng đéo kể cho ai nghe :))),Other,Enjoyment
"em cũng như con chó thôi , nếu anh đủ kiên_nhẫn thì mọi chuyện đã khác rồi 😪",Sadness,Other
mẹ còn không trị được thì ai trị 😌,Other,Sadness
thông_minh mấy yêu vào cũng ngu,Other,Disgust
tao đéo ngờ được đây là trường tao :)))),Surprise,Enjoyment
tao cũng có ghệ và tao cũng dị_ứng mấy trường_hợp mắc mệt giống vậy,Disgust,Other
per thuê kiểm_kê tài_sản do tòa_án làm_bạn ơi . 😂 cả 1 nùi người làm cật_lực đấy .,Other,Enjoyment
biết đâu mưa xuống ổng ấy lại hết ngáo ? ? ? ? ? ?,Other,Enjoyment
"chuẩn . tao mà chơi hoặc làm_việc cùng bọn con gái tính công_chúa một thời_gian thì tao ngày nào cũng sờ_troét , sau đó bị trầm_cảm .",Fear,Sadness
"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước",Disgust,Other
nó mà là đặc_vụ thật thì lại ngớ người 😂,Other,Surprise
nếu diễn_viên chính trẻ hơn đẹp hơn đang yêuc hơn thì mình sẽ xem haizz,Other,Enjoyment
per sự thích thể_hiện của các bạn mà bóng_đá per tốn một món tiền không nhỏ ! 😩_🙏 🤕,Sadness,Enjoyment
"per nếu có_khi nào thấy bản_thân vô_dụng hay_là thất_bại , thì hãy nhớ có những người chế_tạo ra mấy cái của nợ này . =))",Enjoyment,Sadness
bà này khác gì lũ đa_cấp đi lừa_đảo đâu sao không cho vô tù,Anger,Disgust
nghe nói dạo này bạn dưỡng da để kiếm người_yêu per,Enjoyment,Other
đọc có chỗ vô_lí vãi,Other,Disgust
đôi_khi đi tù chỉ để thỏa mãi thú_vui,Enjoyment,Disgust
tới luôn em ơi .,Other,Enjoyment
mạng lag chưa xem được nhưng vẫn vào bình_luận 😍 😍,Other,Enjoyment
thả mẹ tay ra : vậy đằng nào em kia cũng không sống nổi 😅,Other,Sadness
"súc_vật , đề_nghị xứ án_treo cho bác per à mà treo_cổ nhé :)",Disgust,Anger
trên quê tôi . trc nói trong vòng 6 đến 7 năm sẽ cho hưởng cổ_tức . vậy_mà đến giờ đã hơn 10 năm vẫn chưa được hưởng 1 xu nào . cao_su trồng thì chết lên chết xuống . giờ cũng chưa thấy cạo mủ . mất bao_nhiêu đất rừng của dân . hôm nào mời vtv24 làm 1 chuyến lên quê tôi . sẽ biết thế_nào ?,Anger,Sadness
"cổ_nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở_thành người tốt , nhưng gv nghiêm_khắc thì lại phản_đối . thật không_thể hiểu nổi .",Anger,Sadness
"chúng_mày nhìn , tao nuốt cũng không xuống nổi , ông địa",Fear,Anger
có loại này tồn_tại ở đây à,Disgust,Surprise
sao giống phim good doctor của hàn vậy ? ? cũng bệnh tự_kỉ và có khả_năng nhìn được 3 d !,Enjoyment,Surprise
nếu không gãy đó la 1 bài quyền đẹp rồi : ( (,Sadness,Enjoyment
mai anh gọi tôi dậy đi :)),Other,Enjoyment
"hỏi thì hỏi cho khôn , hỏi mà như_vả thẳng vào mặt người ta :))",Anger,Disgust
crush hôm_nay đeo khẩu trag không thấy nó cười mà nhìn mắt dể_thương vãi ra 😂,Enjoyment,Sadness
