Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
mẹ tao vừa đọc xong còn tag tên tao vào . bọn mày có cách nào trưa nay không về nhà mà vẫn có tiền ăn cơm không chỉ tao với,Fear,Sadness
"mai tao ăn gà , chụp hình bình luận lại cho mày thèm chơi ??",Enjoyment,Anger
mặt ô kia khát nước nhìn buồn cườ thế 😂😂,Enjoyment,Sadness
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",Sadness,Other
ôi tao đã tìm được người cùng hành tinh ?,Surprise,Sadness
mày làm anh tao hơi lâu rồi đấy,Disgust,Other
nếu bạn kinh doanh mà tôi đỗ xe trước cửa nhà bạn cả buổi thì đường của ai nhỉ,Disgust,Other
t gặp ngỗng chạy bỏ dép,Fear,Sadness
"bạn bè nói chuyện cũng chụp post facebook , vui không ?",Disgust,Enjoyment
"kaka bạn này best bán hành luôn kaka . bó tay . miệng nói một đường , não nghỉ một lối",Disgust,Enjoyment
tao đã bị nó làm cho lầm tưởng rồi . tao thật ngu ngốc - _ -,Sadness,Disgust
đm lúc tao học đến chương đó nguyên tiết bà cô toàn chia sẻ kinh nghiệm chuyện tới tháng 🙂 đéo thú vị được như vầy :vv,Disgust,Sadness
qua chạy xe nẹt nẹt bốc đầu bố ai dám dô,Fear,Disgust
còn chặt cả cây ổi của hàng xóm để lấy cái chạc làm súng đấy cứ,Enjoyment,Other
"uống hết bia rồi mới về ,😂😂😂",Enjoyment,Sadness
hình như bồ tao cũng tập gym 😶😶,Other,Enjoyment
nghèo mà đi tập huấn sang chảnh ??,Disgust,Surprise
nhìn kinh dị quá 😂,Disgust,Fear
sáng kiến hay đỡ bao nhiều tiền để tiêu hủy,Other,Enjoyment
các bạn đang bảo con này ah 😂😂😂,Other,Fear
tao cũng ho trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,Sadness,Other
coi rồi vẫn muốn coi lại 😚😘,Other,Enjoyment
bài này hay quá,Surprise,Enjoyment
húp trọn sàn nhà 😁😁😁,Enjoyment,Sadness
ừ thế là kể từ đấy về sau đứa con trai nào cũng trở thành huynh đệ với nó hết,Other,Enjoyment
ông này nội công thâm hậu nhảy lên gẫy cả cây thế là té đít dầm xuống đất . tại hạ bái phục,Surprise,Enjoyment
per mai mốt không xem hết video đừng vô phán,Disgust,Other
trả lại tuổi thơ cho tao 😆,Other,Sadness
có đứa nào nấu cơm rồi nấu luôn cái bếp như tao không,Other,Sadness
dm đang yên đang lành tự dưng bị nhét cẩu lương 😡😡,Anger,Disgust
thương anh bạn kia quá .,Enjoyment,Sadness
người ngoài hành tinh nói tiếng anh ????? nà ní ?????,Surprise,Disgust
câu chuyện của em làm anh cảm động quá …,Sadness,Enjoyment
per hôm nay c cũng bị giống thằng này này,Other,Enjoyment
không ai cho không ai cái gì . đừng nghĩ rằng cho đi sẽ nhận lại được điều tốt đẹp,Disgust,Enjoyment
"t sẽ tự an ủi tất cả chỉ là diễn thôi , diễn thôi , đéo thể tin được đâu 😏",Disgust,Other
má tự dưng bị đánh vào đầu :(,Anger,Sadness
còn nhiều người khổ hơn mình :)),Other,Sadness
ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣🤣,Other,Enjoyment
dùng cây sắt rùi làm lại đi . mình mún xem típ :3,Enjoyment,Other
nghe bài này nhớ nyc vãi,Sadness,Enjoyment
mình nghĩ đợt này bà per thua rồi . đuối lý lẫn truyền thông yếu,Sadness,Disgust
chỉ cần nghĩ tới cảnh đó là máu kinh sôi trào như núi lửa 😂😂😂,Anger,Fear
nghe kể mà thèm ạ :'(,Sadness,Enjoyment
vừa xung điện tim xong ra ngoài bác sĩ lắc đầu =)) cả nhà tao đưa bác sĩ vô nằm kế tao,Other,Sadness
liên quan à . cr mày đéo thương mày đâu . nó có crush mới rồi . 🙂,Sadness,Disgust
tao sẽ chỉ tự an ủi là đấy chỉ có trong phim truỵên ngôn tình :),Sadness,Enjoyment
cảnh này gặp cũng nhiều rồi . dọn thấy mẹ luôn mà vẫn không sạch được . tức ghê . ức chế lắm . 1 lần thì không sao mà cả chục lần như vậy,Anger,Fear
các bạn đéo biết được đâu vì các bạn đbh gặp thì lsao các bạn biết được mấy con mụ già đi mất dạy như thế nào . đm cậy mình già là muốn đi thế đéo nào cũng được ý . đi sai xong chửi người ta mới vãi chứ dume có ngày đâm vào người ta chết có ngày ở đấy mà già mồm . cứ kêu người ta lớn tuổi hơn phải thế này tno nhưng có lớn mà đéo có học thì cũng đéo là cái gì,Disgust,Anger
nếu người ta sai thì gọi công an xử lý còn không thì bạn không có quyền nhé,Disgust,Other
đề nghị admin xóa bài đi ạ . chứ bố mẹ em sắp đi chợ về rồi ạ :(((,Fear,Sadness
ngôn tình đầy rẫy là một cô gái sao em lại bỏ qua bao nhiêu mơ mộng,Enjoyment,Other
tao đây chứ còn ai,Other,Sadness
":)) đang ăn mỳ , không có trứng nhạt lắm , có rụnng thì xin vài quả !",Enjoyment,Other
làm sao mặc áo được ta 😂😂,Surprise,Sadness
mấy ai hiểu được ý nghĩa mà cứ chửi như đúng rồi :)))),Anger,Other
chưa khi mô biết cảm giác đi nhởi trung thu với người yêu như răng,Sadness,Other
không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌,Disgust,Other
ước gì tôi cũng được kiên trì như anh ấy để dạy con gào mất nết nhà tôi 😪,Sadness,Disgust
"ngta có câu nhất cự li nhì tốc độ , mày phải ghi xát dô , ghi nhanh nhanh nữa ,...",Other,Enjoyment
điềm báo gì đây,Fear,Other
thế mà cô yến bị phạt có 5 triệu :v,Disgust,Enjoyment
"chỉ có bọn nông dân mới nghĩ ra mấy trò này , phải con cháu nhà tao thì tao đến từng nhà 1 bắt từng thằng ăn cứt",Anger,Disgust
😂😂😂 nhìn và đợi chúng nó chia tay,Other,Sadness
rất giỏi,Surprise,Enjoyment
anh tây nói tiếng việt giỏi thiệt .,Surprise,Enjoyment
tao nghi chị xác chết với chị bác sĩ pháp y đó yêu nhau quá chúng mày :)),Other,Disgust
ngày xưa đi học văn và toán chắc noa dưới trung bình hết,Disgust,Other
lớp xuất hiện thứ âm binh,Disgust,Other
"t thề mỗi lần dọn phòng sn này thì banh kem , pháo kim tuyến . đủ các thứ . khóc mà bụt nó đéo lên",Sadness,Disgust
aeon tâm lý thế :)) mày . n vào mua que kem tránh nóng,Enjoyment,Other
động lực của phan con gái,Enjoyment,Disgust
bao năm ăn học ở trg mà các vị làm vài vụ như thế nào 1 năm thì lại vui quá . vks ạ,Other,Enjoyment
chuẩn đét . t nghỉ công ty cũ cũng vì đồng nghiệp 😭😭😭,Sadness,Enjoyment
nửa đêm rồi đứng hò hét vậy mà không bị chửi là sao ta,Disgust,Surprise
"hai con ma đấu đầu , con mũ đen ăn toàn cứt nên đanh hơn ?",Other,Disgust
per móc lên tới não :)),Fear,Enjoyment
phim ấn độ duy nhất tao xem mà không cảm thấy vật lý logic quá khó hiểu dù thật ra trong phim này nhiều kiến thức hại não thật ; )),Enjoyment,Disgust
họp lớp cấp 2 đi được 2 lần . cấp 3 năm trước năm nay thôi nhưng đéo 🙂,Disgust,Other
"tao thì trông nó truyền điện chết mẹ đi , loại này sống nguy hiểm cho xã hội",Disgust,Anger
giọng không nhìn màn hình tao tưởng là ông bà già nào trên 60 tuổi đang nói á .,Other,Surprise
không muốn yêu ai cả,Fear,Sadness
con ngu dù bố mẹ có là người như thế nào đi chăng nữa thì cũng là người đẻ ra mày nuôi chúng mày lớn khôn lớn lên không báo hiếu được gì lại còn sủa bậy,Anger,Disgust
"hút điếu cần xong nhìn nó ăn mà muốn phá cái tủ lạnh vô dụng của nhà mình quá , đéo đủ sức đựng thịt bò toàn rau .",Sadness,Disgust
"khi bạn cố gắng kéo lại với người ta và họ chụp màn hình gửi cho mọi người , còn đem đi kể nữa chứ",Disgust,Other
"tui thi ́ ch va ̉ i lă ́ mày ma ̀ ăn nhỉ ̀ u no ́ người lă ́ mày mọi người anh ̣ , bi ̣ lơ ̉ miê ̣ người",Sadness,Anger
chờ mãi đéo thấy làm gì chán,Anger,Sadness
tao có hiểu đéo gì đau,Sadness,Other
k bă ̀ người 1 con cho ́ anh =))))),Disgust,Enjoyment
con đường này chắc dành cho mấy người như tôi,Enjoyment,Other
per ôi cái bếp một thời chinh chiến,Enjoyment,Other
đôi mắt đằm thắm vãi,Surprise,Enjoyment
móng của bố tao . hồi trước và bây giờ đã cắt vì lý do . sức khoẻ .,Sadness,Other
sao mày không nghĩ lại thêm 1 thừng bị noá xẻ thịt 🤪🤪🤪,Other,Fear
phí cái lol mày á,Anger,Disgust
đồng nghiệp của tôi là ai 😑,Disgust,Other
"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu :))",Disgust,Enjoyment
không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y như là mất tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭,Enjoyment,Disgust
a ấy nói đúng vầy vừa nta dọn cũng khổ nta chứ . phục vụ xog lại phải dọn nữa,Other,Sadness
cậu bạn mẫu giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu ???,Sadness,Other
"vãi cả phí , có ... 81 tỷ hoy 😓",Sadness,Disgust
nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂😂😂,Other,Enjoyment
môi trường tù chưa cho nó cái nó cần rồi,Other,Disgust
có tiền mua cả cây nhỉ,Surprise,Other
"èo , ngọt quá đi",Enjoyment,Other
cô ấy bảo : đời như lol 🙂,Disgust,Fear
mày là con bé gái bố mày là con lợn nhé . khi con nào còn mở mồm bảo chỉ theo bạn bỏ zai thì bị ăn vả thế đấy =))),Disgust,Anger
ko 1 từ nào để diễn tả bộ phim này ...,Enjoyment,Other
đkm lại diễn rồi pr cho game aumobile chứ gì tuổi lol qua mắt tao =)),Enjoyment,Disgust
trẻ con bao giờ ga lăng sớm thế nhỉ ?! hồi mình bằng bọn này đuổi đánh nhau hỡi chết :))))),Surprise,Disgust
ê tao đi nhật chưa được 1 năm mà xem video này làm tao loạn ngôn ngữ ghê . thỉnh thoảng phải dừng video ngẫm câu nó nói nghĩa gì,Fear,Sadness
per lần sau hãy hưởng ứng câu chuyện của tao như này này,Other,Enjoyment
xem ra giá cả và chất lượng mà không oke thì không ổn ...,Other,Disgust
"quán này chắc không đông , đang ăn mà thấy có mà ói",Disgust,Other
không biết mình có được may mắn như cụ bà này không,Other,Sadness
tội còn nặng hơn cả khẩu nghiệp nữa 😌😌😌,Disgust,Sadness
an toàn cho mình chứ cho ai đâu mà cứ thích kiểu trốn tránh ấy nhỉ ..,Other,Disgust
"đập chết mẹ nó đi , nó làm người ta nhồi máu cơ tim có khác nào giết người gián tiếp mà ở mỹ gọi là giết người cấp độ 2 đấy",Disgust,Anger
"khiếu nại cái gì khi cả bọn nó bao che cho nhau làm lớn thì sợ ảnh hưởng tới bộ giáo dục cho lên chúng sẽ ?,",Anger,Disgust
"per trừ điểm , trừ điểm",Sadness,Disgust
đổi cả cuộc đời giống người tàn tật để được cái video này .,Disgust,Sadness
chờ tý tao đi thay bỉm xíu tao quay lại .,Fear,Other
trông đen đen bẩn bẩn nhìn phát khiếp,Disgust,Fear
hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò 😤😤,Anger,Disgust
quen với quên rồi thì hết đau thôi mà,Sadness,Other
khi mày tắt điện thoại một buổi sáng và tao nhảy tưng tưng lên :),Other,Enjoyment
"mình sợ nhất đến bữa ăn mà bố mình vác cái thớt vào mâm cơm , bố mình biết mình sợ vậy nên mọi chiện giải quyết sau khi ăn cơm xong ,",Sadness,Fear
đm mùi thế :))),Disgust,Surprise
anh có tin em giận lại anh không ?,Enjoyment,Other
các cô không chịu mở lòng thì sao chúng tôi lấy được ????? hả các cô gái,Disgust,Other
không có bạn trai ... thì giận ai 😑😑,Sadness,Other
bị rồi nè :))) mua 6 ly rớt hết 4 ly,Other,Sadness
"trông mấy anh bên người ta vẫn men nhỉ , bên mình bạn nam dưới nhìn hơi íu đúi .",Disgust,Enjoyment
per thể loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp,Fear,Sadness
còn không ngồi xuống dọn phụ em nó mà ngồi bấm điện thoại,Anger,Other
nó còn kể với bạn nó .. bạn nó cũng là bạn mình,Disgust,Other
lỗi là do phụ huynh . nên đừng gây áp lực cho mấy em trẻ,Disgust,Other
per phá gia chi tử chính nó ????,Anger,Other
vẫn ế bền vững,Sadness,Other
sao mình lại không xem được vậy admin 😭,Sadness,Surprise
gia đình có nhưng tình yêu không thì sao,Sadness,Other
"ra chỗ sóng không táp vào mà ghi , xem mà ức chế vãi :))",Anger,Fear
con gái hiện giờ .. nấu kiểu này thì thôi xong ... cháy luôn cả nhà 😂,Other,Sadness
"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",Anger,Disgust
kinh dị vãi,Disgust,Fear
"băng băng cái lol , chưa đóng vào mặt nhau là may rồi",Anger,Disgust
sớm muộn củng chết đuối à ;))),Other,Fear
lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,Sadness,Enjoyment
"má , chơi dị ai chơi lại , mấy ba",Disgust,Other
không đấm vào mặt là may rồi :)),Disgust,Enjoyment
ổng đang chán ai tán yêuc luôn 😂😂,Enjoyment,Other
cái thứ gì đâu không 😈,Disgust,Other
per chị ơi còn học được cả tiếng anh nữa luôn này :v hịn quá,Enjoyment,Surprise
mấy vụ giết người chặt xác gần đây ở việt nam toàn là người hiền lành 🤔🤔🤔,Other,Enjoyment
"bạn bè thì nó hỏi han , hay nhắn tin thôi .. hồi trước hay ảo tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 🤣",Other,Disgust
"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai",Fear,Other
và hơn hết là tụi nó không còn coi mình là con gái nữa,Sadness,Fear
mày nghĩ mày cản được tao à ? :)),Other,Surprise
1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ,Sadness,Enjoyment
mẹ còn không trị được thì ai trị 😌,Other,Sadness
thông minh mấy yêu vào cũng ngu,Other,Disgust
tao cũng có ghệ và tao cũng dị ứng mấy trường hợp mắc mệt giống vậy,Disgust,Other
biết đâu mưa xuống ổng ấy lại hết ngáo ??????,Other,Surprise
rụng tim 😭,Sadness,Enjoyment
thề nhìn họ hôn nhau thôi mà nổi hết gai ốc . chưa dám nghĩ tới xxx . chắc thốn lắm . lạnh sống lưng thật .,Fear,Sadness
"chuẩn . tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét , sau đó bị trầm cảm .",Fear,Enjoyment
"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước",Disgust,Other
nó mà là đặc vụ thật thì lại ngớ người 😂,Other,Sadness
nếu diễn viên chính trẻ hơn đẹp hơn đang yêuc hơn thì mình sẽ xem haizz,Other,Sadness
per sự thích thể hiện của các bạn mà bóng đá per tốn một món tiền không nhỏ ! 😩🙏🤕,Sadness,Other
đúng là mỹ nhanh gọn dứt khoát,Enjoyment,Other
bà này khác gì lũ đa cấp đi lừa đảo đâu sao không cho vô tù,Anger,Disgust
chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=)))))),Disgust,Anger
nghe nói dạo này bạn dưỡng da để kiếm người yêu per,Enjoyment,Other
đọc có chỗ vô lí vãi,Other,Disgust
đôi khi đi tù chỉ để thoả mãi thú vui,Enjoyment,Other
mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍,Other,Enjoyment
thả mẹ tay ra :vậy đằng nào em kia cũng không sống nổi 😅,Other,Sadness
"súc vật , đề nghị xứ án treo cho bác per à mà treo cổ nhé :)",Disgust,Anger
trên quê tôi . trc nói trong vòng 6 đến 7 năm sẽ cho hưởng cổ tức . vậy mà đến giờ đã hơn 10 năm vẫn chưa được hưởng 1 xu nào . cao su trồng thì chết lên chết xuống . giờ cũng chưa thấy cạo mủ . mất bao nhiêu đất rừng của dân . hôm nào mời vtv24 làm 1 chuyến lên quê tôi . sẽ biết thế nào ?,Anger,Sadness
"cổ nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở thành người tốt , nhưng gv nghiêm khắc thì lại phản đối . thật không thể hiểu nổi .",Anger,Sadness
"chúng mày nhìn , tao nuốt cũng không xuống nổi , ông địa",Fear,Sadness
má thằng phi đen có gấu ngon phết ... vậy mà nó nở lòng bỏ con ta chạy trước ... tao đéo bít bao công mà lấy bạch tuyến đẻ ra cái gióng gì nửa ...,Disgust,Anger
có loại này tồn tại ở đây à,Disgust,Surprise
đứa nào tin là đơn giản thế ra đây tao tát cho vài cái cho tỉnh :),Anger,Enjoyment
nếu không gãy đó la 1 bài quyền đẹp rồi :((,Sadness,Enjoyment
"ủa nó đá ông da đen mà ... sao tôi kia chửi nó "" da đen "" này nọ .... ?????",Disgust,Other
đây là kiểu tự tay bóp dái nè,Other,Enjoyment
per bố ơi bảo con rể làm thế đii :>,Other,Anger
"hỏi thì hỏi cho khôn , hỏi mà như vả thẳng vào mặt người ta :))",Anger,Disgust
