Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
thế con lồn chủ_nhiệm kia đéo có trách_nhiệm gì nữa à : / giáo_viên mà sao nghĩ ngắn_thế ?,Anger,Disgust
cứ sợ rớt điện_thoại :))))_sợ nhất là lỡ_khúc nào khó là té không_thể tả nổi,Fear,Disgust
câu_chuyện mọc sừng được bắt_nguồn từ đó 😀,Enjoyment,Surprise
rồi mấy đứa chân không được dài như tao phóng qua kiểu gì :),Sadness,Other
đảng ta bao_dung thật < 3,Enjoyment,Disgust
"từ nhỏ đến lớn chỉ nghe được câu mày béo_thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆 😆",Disgust,Enjoyment
quả dạ_vâng kia ngọt vãi ngọt . đéo bù khách của tao toàn được,Disgust,Anger
nhớ lắm .. cay_mắt lắm ....,Sadness,Other
"dume , em tao mà bị thế_này thì tao xiên mỗi đứa một nhát , đi tù cũng được",Anger,Disgust
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe_máy à,Surprise,Sadness
có đủ mọi gia_vị : < em thấy vị đắng của sự chua_sót quá nhiều :),Sadness,Disgust
chắc chưa :))) si_nghĩ kĩ_lại đi,Other,Disgust
thế đéo nào ma không bị phóng_điện nhỉ,Surprise,Disgust
mỗi lần có video của con là cứ coi đi coi lại hoài . cưng con quá .,Enjoyment,Disgust
để 1 ngày là khó_chịu rồi,Anger,Other
lúc bé mình rất sợ,Fear,Other
chắc là uncrush thôi . bố_mẹ thì còng lưng ra làm cho con đi học .,Sadness,Disgust
đi làm quán nước mà mỗi cái bịch nay long đựng ống hút nó cũng xé nhỏ ra rồi để bay tứ_tung đi quét đã muốn lòi lồn,Sadness,Anger
"moá ơi , lợn mặt trăng_😂 😂 😂",Surprise,Enjoyment
không biết thật mà hix .,Sadness,Other
năm sau nữa quyết_định nằm cho đỡ đau lưng 😁 😁,Other,Enjoyment
viện nào nhìn đẹp thế,Surprise,Disgust
muộn rồi :))),Sadness,Enjoyment
chuyển cảnh nhanh quá làm tao theo không kịp luôn á,Surprise,Disgust
"per đoạn thằng kia tán trái sầu_riêng , không trượt phát nào 🤣 🤣",Enjoyment,Disgust
per nhớ lần mua mộc ra bờ sông ghê . đã thế còn làm_li đặc_biệt . dm,Other,Enjoyment
yêu làm mẹ gì rồi phải chia_tay người ơi,Sadness,Other
dẹp . đéo lưu_luyến .,Anger,Disgust
t thề hồi nhỏ qua nhà ông hàng_xóm vá xe tao bị con ngỗng dí chạy xúc_quần quanh nhà ổng vừa chạy vừa la_làng tới giờ nhớ lại vẫn còn hãi 😧_😧 😧,Fear,Disgust
"đặt mình vào vị_trí của nhau , biết lo_lắng suy_nghĩ san_sẻ cho nhau vậy là đủ rồi . có quá khó không ?",Sadness,Other
quá đáng !,Anger,Enjoyment
coi ảnh này nổi cả gai_ốc,Fear,Disgust
tao bắt_đầu sợ nó ròi đấy :)) ám_ảnh vãi,Fear,Disgust
ơ ̉_viê ̣ tao nam sao được như vâ ̣_y,Other,Disgust
nhiều lúc sợ bị pê đi,Fear,Other
"ko phải con mình , mà xem còn thấy đau như_vậy huống_gì người trong cuộc . thật là phẫn_nộ mà . cơ_quan_chức_năng làm_việc quá chậm_trễ , đến giờ mà vẫn chưa tìm ra người chịu trách_nhiệm . 😠 😠_😠 😠_😠 😠",Anger,Disgust
"video mờ thế còn xác_minh được , thế còn lão per đến giờ vẫn im_lặng là sao ? 🙂",Surprise,Other
"tháng 10 đến rồi , nghe bài này quá chuẩn",Other,Enjoyment
"chân ngắn như tao thêm combo_mập nữa thì tao đéo nhaỷ đâu , tao thả mình trôi sông luôn cho lẹ 🙄",Disgust,Anger
"rãnh vãi , kiếm cái gì làm đi",Disgust,Other
cảm_ơn các anh tình_nguyện_viên .,Enjoyment,Other
ôi đất_nước tôi ... hở ra là bàn_thờ bát nhang 😳_😳 😳,Disgust,Enjoyment
đục_khoét tuổi_thơ vãi ; ) ) ),Other,Enjoyment
"nhìn cảnh 2 bố_con hôn từ_biệt , em bé cũng rướn_mặt theo hôn_bố mà chảy nước_mắt , em bé như_thế chắc không biết diễn , đúng là cảnh đẹp quá",Sadness,Disgust
per khi ế nhưng vẫn phải giương_mắt nhìn bọn nó ân_ái,Sadness,Other
"thế đường không cấm đỗ , bạn lấy quyền gì không cho người ta đỗ vậy",Anger,Other
per trước cái thời ở trọ nè anh,Other,Enjoyment
tao là thằng chưa bao_giờ giận người_yêu vì người_yêu tao không bao_giờ làm_gì có lỗi hết,Enjoyment,Other
thanh_niên phượt rách_dép =))),Other,Enjoyment
tuổi_thơ với nó đấy,Other,Disgust
per mùa này mà làm cú mền này giữa trưa 40 độ hết sảy = ] ],Enjoyment,Other
"per :))) tuy anh hay bắt_nạt , giấu đồ và ăn_bòn đồ_ăn của em nhưng nếu thiếu anh thì công_việc sẽ trở_nên căng_thẳng phết đó 😭",Sadness,Other
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸 🕸_🕸 😂",Disgust,Enjoyment
per đừng lầm_tưởng,Other,Enjoyment
và thế những thanh_niên ô_dâm vào bình_luận về cô_giáo mình như đúng rồi . nhân_cách mất mẹ nó rồi,Disgust,Other
lấy củi chứ bao_nhiêu rơm cho đủ,Other,Disgust
đoạn cuối hình_như nó khóc,Sadness,Disgust
nốt hôm_nay thui . thui không ngĩ đến và bắt_đầu từ_bỏ 1 thói_quen,Sadness,Disgust
riêng đéo gì tối nay mà khóc với lóc,Anger,Disgust
bác không ở lại làm tô phở đã 🙃_🙃 🙃,Other,Enjoyment
do cái áo . mặc giống nhau làm đíuu gì,Anger,Disgust
đã tới tuổi thay đường_ray rồi mà không thay,Other,Sadness
nên cho người xử sai ngồi tù như người ta xem sao ....,Anger,Other
tao cute mà các mày,Enjoyment,Other
"mẹ kể hồi_nhỏ nuôi con ngỗng thay chó canh nhà . ăn_trộm mà vào thì chạy đằng_trời với nó , cả bầy lao ra quạt với táp , khi gia_đình vác gậy chạy ra thì thằng ăn_trộm nó ôm cây trên tít cành cao , áo_quần tóc_tai lủng máu_me tè_le . gia_đình phải cứu ăn_trộm má mấy mẻ còn không tha , 2 3 con vẫn dí_nhảy hàng_rào dí theo ăn_trộm . phải nói dí bao_dai mà cục súc vê_lờ .",Enjoyment,Disgust
"dễ_thương ghê_=)) nói y_như mấy ông ngồi nhậu trong bàn v "" đúng không "" "" đúng chưa "" "" vui_rầu "" =)))",Enjoyment,Disgust
dume sao mày đánh tao,Anger,Disgust
ko còn tính người nữa rồi,Disgust,Other
"per đó là lý_do tại_sao em luôn nói với anh , có gì cũng phải nói ra",Fear,Enjoyment
per đừng luyện_ngôn_tình nữa .. chờ cái này xem đi 😂,Other,Enjoyment
uổng phí công_sức bao người !,Anger,Disgust
khi đời quá mệt_mỏi . đi tìm 1 chút drama,Other,Sadness
tao cũng hay sử_dụng chiêu này và bọn đàn_ông vẫn cứ bị lừa ? ? ? ?,Enjoyment,Sadness
khi bạn ngu tất_cả các lĩnh_vực như toán_học văn_học nhưng vẫn cố tỏ ra nguy_hiểm,Disgust,Other
thường thôi . hồi nhỏ tao nấu kiểu này hoài . nấu lun cái bếp nhà chú,Enjoyment,Disgust
khung_cảnh ấy cuộc_sống đấy mỗi lần được xem yên_bình nhẹ_nhàng cực ! yêu bạn ấy,Enjoyment,Other
con gái hay ảo_tưởng như_vậy lắm 😌,Sadness,Other
nhìn stt đồng_cảm khủng_khiếp .,Sadness,Disgust
thích thật,Enjoyment,Disgust
"mình nhận thấy hình_như ông ấy đang rất đau_khổ , mà không_thể or không muốn nói ra .",Sadness,Other
sao đúng bài mày kết vậy 🙁_🙁 🙁,Other,Enjoyment
"công_trình 850 năm_tuổi , xây_dựng 100 năm mới hoàn_thành chỉ còn là đống cháy sắt vụn .",Sadness,Other
dù có sống được mấy đời thì cũng nợ mẹ cha trọn cả mấy đời .,Sadness,Other
trông tội vãi,Sadness,Disgust
"nói câu sau là nuốt câu trước , y_chang nuốt não nó v đó nhỉ_kk thật thú_vị",Enjoyment,Disgust
nhiê ̀_u biê ́ n_đô ̣ người kha_́ thu ́ vi_̣ =)),Enjoyment,Disgust
per biết phân_biệt phải trái không vậy ? ? ? và có biết đỗ như_thế_nào là đúng luật không ? ? ?,Anger,Other
cũng muốn có những hành_động đáng yêu nv,Other,Enjoyment
dm ông cầm cam cho cẩn_thận vào tôi cũng muốn ngã mẹ nó rồi này,Fear,Other
mẹ nó cái trang nhổn làm . bố mới thay kính cường_lực hôm_qua mà bể rồi . mẹ chúng_mày,Anger,Disgust
công_ty nào làm như_vậy mọi người nghĩ làm hết cho nó khỏi phải vậy ...,Other,Sadness
chúng_ta thật hạnh_phúc và luôn đi chung với nhau suốt chặn đường dài rồi đó nà ?,Enjoyment,Disgust
"giờ mà quay lại cái thời đi học , tao thề không ngoan nữa mà sẽ bỏ học đi chơi vài bữa",Other,Anger
bức ảnh này lại làm mình bị ám_ảnh . haz,Fear,Other
giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,Surprise,Enjoyment
thế là hết những gì đẹp nhất của nước pháp_sao không phun nước cứ để cháy rần_rật nhỉ,Sadness,Other
kinh_dị thật nhìn ngu vãi,Disgust,Enjoyment
t đang thắc_mắc là 2 thằng kia đéo hỏi thằng per à 🤔,Other,Disgust
bác bảo_vệ như lồn,Disgust,Anger
sở khanh như boss chịu liền .. đẹp_trai quá trời ui,Enjoyment,Disgust
tao thì nói xong lại thấy người ta không hứng_thú thì lại lượn,Sadness,Disgust
"em đỗ 6 trường đại_học ở mỹ , còn hàng trăm thằng đổ em luôn rồi đó , em biết không . trong đó có anh 🤪",Enjoyment,Sadness
bá_đạo vậy chơi sao lại 🤣,Fear,Disgust
"con bố_mẹ nào không dạy được để xã_hội dạy cho , bố_mẹ bất_hợp_tác để làng_xóm hợp_tác",Disgust,Enjoyment
mình bình_luận chủ_yếu muốn khoe mình là fan cứng thôi :)) các bạn không cần để_ý,Enjoyment,Other
đau ghê,Sadness,Disgust
cô ấy còn không thèm coi tin nhắn của tao : ( (,Disgust,Sadness
"haha con hãm bán nước hoa_fake mà kêu real , bị tao vạch mặt rồi block tao",Other,Enjoyment
cao quá cũng khổ chứ sung_sướng đéo gì 😓,Sadness,Disgust
"cái dòng ế mà dễ_dãi , hứ tao khinh",Disgust,Anger
mua con lợn 5 chục lì_xì được có 40 nghìn mất thời_gian tốn cả tiền_bạc 😂,Sadness,Enjoyment
per không_lẽ sau_này kím bạn trai không tập gym 😖,Sadness,Enjoyment
per con_người dù có bị trừ hết điểm cũng chạ thèm quan_tâm ạ 🙂,Disgust,Other
per theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi,Enjoyment,Other
"đi chơi gặp 3 con mất dậy này vừa bị dí vừa bị cạp đít đau không chịu được sau phải nhảy lên cây để trốn , giờ gặp là sợ 😭 😭",Fear,Anger
"con_người hay con vật nó còn biết suy_nghĩ , đây là loại gì",Disgust,Other
per sao bố lại đủ bình_tĩnh để xem hết cái trailer này nhỉ . _ . sợ vãi,Fear,Enjoyment
ngon xuống đây nói_chuyện tử_tế với bố như 2 con chó xem,Anger,Disgust
nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết,Disgust,Other
""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ_hội ... anh chắc_chắn vẫn tặng em đóa hồng đẹp nhất """,Enjoyment,Other
đời tao ghét con súc_sinh này vãi .. nhiều khi tao tự_vấn tao làm gì sai mà mỗi lần tao đi qua nó là y_như_rằng tao phải chạy như chó chứ không_thể_nào hiên_ngang đi 1 cách như người bình_thường,Disgust,Anger
người ta có bạn_bè nhìn vui thật,Sadness,Enjoyment
nếu yêu anh ! em sẽ hỏi ý_kiến anh về mọi việc .,Other,Sadness
"lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc_nhiên và hạnh_phúc nhìn sâu_lắng , video ngắn nhưng cho người xem si nghỉ mải",Enjoyment,Disgust
"cái công_ty thực_phẩm cung_cấp cho các trường mầm_non thật quá độc_ác . vì lợi_ích cá_nhân mà ảnh_hưởng khủng_khiếp tới các em . quá dã_man . các người gây nên họa thì mai này đời con đời cháu sẽ phải gánh_nghiệp đó thôi . gieo_nhân nào gặt quả ấy , đừng tưởng bây_giờ sống nhé_nhỉ thế_là không sao . đời còn dài lắm",Other,Disgust
per dẹp hết . không có bán mua quần_què gì nữa hết,Anger,Other
per khi bạn đang feed_mạng nhưng chị bạn lại bật hongkong1 :))))))),Other,Enjoyment
yêu nghề chuẩn mẹ rồi,Enjoyment,Disgust
chạm đáy nỗi đau 😞,Sadness,Disgust
đẹp_trai mà bị đá à,Surprise,Disgust
cách xử_lý của cô chủ_nhiệm quá tồi .,Disgust,Enjoyment
"suốt ngày trật ray , còn hay không sự phù_hợp hệ_thống ray - tàu với hệ_thống đường_sắt vn",Fear,Enjoyment
coi mần cái mặt kìa_trời 🤣,Other,Enjoyment
thề địt mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện_thoại vãi :),Anger,Disgust
"cái này mà đơn_giản ? chị à , là chị nghĩ đơn_giản thôi = ]_] ] ]",Disgust,Enjoyment
per la_liếm cả ở trong này hả =)),Surprise,Enjoyment
vì những thành_phần như bạn mà page cứ phải khóa bình_luận cho trong_sạch đấy . thật là giông_bão 😌,Disgust,Enjoyment
một bình_luận của người trong cuộc . đọc xong thấy ấm lòng cho per !,Enjoyment,Other
per_ngôn_tình luôn ở quanh ta nhưng nó đéo đến với chúng_ta 😏,Sadness,Disgust
"đã từng nhưng 10 năm về trước cơ , buồn ghê",Sadness,Other
nguy_hiểm thật,Fear,Enjoyment
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý_định tặng 😂 😂,Disgust,Enjoyment
"lúc trước chạy xe_đạp đi ngang qua đàn vịt có mấy con ngỗng lẫn trong đó . thế là dume tụi nó rượt tao vừa chạy vừa la cái thứ âm_thanh nghe "" ứ ứ "" "" hiếp em đi "" làm tao sợ tụt lol :))",Fear,Disgust
"ng nhật giỏi ở chỗ đó . , đây không phải là sự phiền_hà mà là một cơ_hội .",Enjoyment,Disgust
"phải em thì dume nó chửi_thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác .",Anger,Disgust
"có người cả đời ăn_không hết lại có người thiếu ăn , thiếu mặc nhìn chán_đời vãi",Sadness,Enjoyment
kiểu định_share vì thấy tinh_thần khá hơn nhưng đọc bình_luận xong kiểu nhiều đứa còn tiêu_cực hơn mình : <,Sadness,Other
phim như shits_ức_chế như lien_quan trẻ trâu,Disgust,Enjoyment
sao bắt nhanh thế sáng đọc báo có tin chôm ngân_ngàng chiều đọc báo đã bắt được rồi,Surprise,Disgust
per đồng_nghiệp tốt giúp ta dễ vào nhà_thương điên kkkk,Enjoyment,Other
"phàm là việc đại_sự trong thiên_hạ , cứ về hỏi vợ . vợ bảo_sao thì làm ngược_lại . ắt thành_công ! ! !",Other,Enjoyment
mẹ đang buồn_ỉa mà trên đường về gặp mớ gờ giảm_tốc kia thì phọt bà ra quần 😨,Fear,Enjoyment
mấy bạn nữ kêu cái mẹ gì vậy,Disgust,Surprise
"tuổi_thơ của tao sợ nhất là con này , không làm gì mà nó cũng rược , suốt ngày thì kêu um_sùm",Fear,Disgust
phải con tao tao cho cả lũ chó cụt tay hết !,Anger,Sadness
mình còn để ảnh bạn ấy trong thẻ học_sinh xong bị thấy cơ,Enjoyment,Other
ơ thế hóa ra tao không bị ngu một_mình ?,Sadness,Disgust
đoạn phỏng_vấn + xin đi chụp hình + cạo râu_lão là hay nhất theo mình = ] ],Enjoyment,Disgust
phản_cảm,Disgust,Enjoyment
đen thôi đỏ vẫn thế,Other,Disgust
mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú_yên nữa chứ,Enjoyment,Disgust
đang thất_tình mà dume cứ bắt đi bán xoài @ @,Sadness,Disgust
"cha quay_phim cũng không phải dạng vừa , mẹ diễn_viên thần_thái vãi",Enjoyment,Disgust
xém lại lên báo vụ bác_sĩ bị người_nhà bệnh_nhân hành_hung cho đến chết 😌_😌 😌_😌 😌,Disgust,Sadness
tuổi_thơ bất_hạnh .. học mẫu_giáo mà cạnh trường_học là 1 bầy ngỗng . sáng nào tao cũng được chạy bộ tập_thể_dục nhờ bọn nó,Sadness,Disgust
cái miệng nói_chuyện không có người phụ_nữ nào có trời_ơi thật là có duyên_khiếp quá đi thôi,Enjoyment,Other
mẹ tao vừa đọc xong còn tag tên tao vào . bọn mày có cách nào trưa nay không về nhà mà vẫn có tiền ăn cơm không_chỉ tao với,Fear,Sadness
cũng muốn vứt giày cũ nhưng lại không có tiền mua giày mới . đành chấp_nhận đau chân vậy,Sadness,Other
"mai tao ăn gà , chụp hình bình_luận lại cho mày thèm chơi ? ?",Enjoyment,Other
chẳng biết nói gì . xem video em cười suốt mà lòng tôi không thấy vui_tẹo nào . thương em,Sadness,Disgust
ngang trái quá ạ !,Disgust,Enjoyment
"khi bạn làm con b sẽ khóc , nhưng khi bạn đã làm cha_mẹ bạn sẽ thấy đau_lòng .",Sadness,Other
"lúc nhỏ nấu bằng này không , nấu hơi bị ngon , tạo cơm cháy ăn bao riềng",Enjoyment,Disgust
hồi năm lớp 8 lớp tao bị quỳ trước sân trường đây nguyên lớp luôn,Other,Enjoyment
đem người đó ra biển cho biển cuốn đi lun .. hihii,Enjoyment,Disgust
mấy_ai chứng_minh được điều đó 😍,Other,Enjoyment
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",Sadness,Disgust
ôi tao đã tìm được người cùng hành_tinh ?,Surprise,Disgust
mày làm anh tao hơi lâu rồi đấy,Disgust,Other
nếu bạn kinh_doanh mà tôi đỗ xe trước cửa nhà bạn cả buổi thì đường của ai nhỉ,Disgust,Other
t gặp ngỗng chạy bỏ dép,Fear,Surprise
"bạn_bè nói_chuyện cũng chụp post facebook , vui không ?",Disgust,Other
tuy_dáng đứng có hơi lỏng_lẻo nhưng những đường quyền của ông này thật như lol,Disgust,Other
cái nệm này độ đàn hồi đỉnh ghê,Surprise,Disgust
có gặp cũng đéo dám ngẩng đầu lên nhìn,Sadness,Disgust
tao đã bị nó làm cho lầm_tưởng rồi . tao thật ngu ngốc - _ -,Sadness,Anger
mát lồng lộng_mày ạ,Enjoyment,Disgust
không biết vì sao họ vẫn cười nhưng mình thì khóc ...,Sadness,Other
cười vô_mặt,Enjoyment,Disgust
gần thôi :)))_giờ nhìn lại đề_thi và không hiểu sao mình ra trường được :))),Enjoyment,Other
đm lúc tao học đến chương đó nguyên_tiết bà cô toàn chia_sẻ kinh_nghiệm chuyện tới tháng 🙂 đéo thú_vị được như_vầy : vv,Disgust,Anger
list này không có liệt_kê công_việc của dân chứng_khoán sao ?,Surprise,Disgust
người tài như_vậy lại không được sử_dụng đúng mục_đích … quá buồn,Sadness,Enjoyment
hình vui mà sao đọc lại muốn khóc nhĩ ...,Sadness,Other
qua chạy xe nẹt nẹt bốc đầu bố ai dám dô,Fear,Enjoyment
còn chặt cả cây ổi của hàng_xóm để lấy cái chạc làm súng đấy cứ,Enjoyment,Disgust
mai chơi trò_hứng nước mà nóng quá chắc chơi vầy luôn,Other,Enjoyment
nhớ hồi mình làm đồng_nghiệp ghê_:))),Enjoyment,Disgust
đcm_ngôn_tình vãiiii,Enjoyment,Disgust
"thôi xong nhá , mấy đứa mà xác_định làm răng cả đời thì ... tập xác_định",Other,Disgust
per nhớ cái này không bây kk,Enjoyment,Other
hình_như bồ_tao cũng tập gym 😶 😶,Other,Disgust
rửa bát cũng được nấu cơm cũng được giặt quần_áo cũng được miễn_là có ba_mẹ vợ_con là được . làm gì cũng được,Other,Disgust
đùa chứ cái tầm nghịch ngu này cho vào trại giáo_dưỡng mấy tháng cũng được,Disgust,Surprise
nhìn kinh_dị quá 😂,Disgust,Enjoyment
các bạn đang bảo con này ah 😂_😂 😂,Other,Enjoyment
tao cũng ho_trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,Sadness,Anger
thành_phần_nào cũng có :)) ăn_hiếp con gái :))_thua cả súc_sinh,Disgust,Enjoyment
coi rồi vẫn muốn coi lại 😚 😘,Other,Enjoyment
khuôn_mặt đáng thương,Sadness,Other
xỉu lên xỉu xuống : (,Sadness,Other
bài này hay quá,Surprise,Enjoyment
per quả lừa con chó ngoài bờ_rào,Other,Disgust
chúc bạn thành_công < 3,Enjoyment,Other
ông này nội_công thâm_hậu nhảy lên gẫy cả cây thế_là té đít dầm xuống đất . tại hạ bái_phục,Surprise,Disgust
per mai_mốt không xem hết video đừng vô_phán,Disgust,Other
t đu_́ theo thôi : v tao biê ́ tao thư_̀ anh no ́_la ̀ shipper,Enjoyment,Anger
quãng_cáo cũng được đăng à,Surprise,Disgust
sao giá ảo quá vậy :)))),Surprise,Enjoyment
"tao có 4 cái ăn không tao share bớt cho , cạch mặt đứa bán hàng đi",Disgust,Enjoyment
trả lại tuổi_thơ cho tao 😆,Other,Enjoyment
không pha ̉ i ki ̀_thi ̣_ma ̀_gơ ́_mày vãi,Disgust,Enjoyment
úi giời khiếp quá ! ! ! !,Fear,Enjoyment
hmm hãy tưởng_tượng nó là một chú gián_xink xắm xòe cánh thiên_thần bay đến ... 😞,Enjoyment,Sadness
dm đang yên đang lành tự_dưng bị nhét cẩu lương 😡 😡,Anger,Disgust
nguy_hiểm vãi chưởng luôn ý,Fear,Enjoyment
thương anh bạn kia quá .,Enjoyment,Other
người ngoài hành_tinh nói tiếng anh ? ? ? ? ?_nà ní ? ? ? ? ?,Surprise,Enjoyment
câu_chuyện của em làm anh cảm_động quá …,Sadness,Disgust
sao nỡ_lòng nào khiển_trách bác ấy . còn họp kiểm_điểm nữa . tội quá .,Sadness,Disgust
t xem phim này cứ thích bà ma nhập vào thôi chứ bình_thường yếu đúi nhạt tao không thích,Disgust,Enjoyment
cứu em nó với,Sadness,Disgust
không ai cho không ai cái gì . đừng nghĩ rằng cho đi sẽ nhận lại được điều tốt_đẹp,Disgust,Other
má tự_dưng bị đánh vào đầu : (,Anger,Sadness
3 giờ sáng nằm xem xong khóc miên_man 😢 😢,Sadness,Enjoyment
còn nhiều người khổ hơn mình :)),Other,Enjoyment
ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣 🤣,Other,Enjoyment
nghe bài này nhớ nyc vãi,Sadness,Enjoyment
mình nghĩ đợt này bà per_thua rồi . đuối_lý lẫn truyền_thông yếu,Sadness,Disgust
chỉ cần nghĩ tới cảnh đó là máu kinh_sôi_trào như núi lửa 😂_😂 😂,Anger,Enjoyment
vừa xung_điện tim xong ra ngoài bác_sĩ lắc_đầu =)) cả nhà tao đưa bác_sĩ vô nằm kế tao,Other,Enjoyment
cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám_ơn mọi người,Enjoyment,Disgust
đau_lòng lắm khi tối nay chồng tương_lai của tao lại cống_hiến sức_lực để chăm_sóc vợ thằng khác ..,Sadness,Disgust
liên_quan à . cr mày đéo_thương mày đâu . nó có crush mới rồi . 🙂,Sadness,Disgust
tao sẽ chỉ tự an_ủi là đấy chỉ có trong phim truỵên_ngôn_tình :),Sadness,Disgust
cảnh này gặp cũng nhiều rồi . dọn thấy mẹ luôn mà vẫn không sạch được . tức ghê . ức_chế lắm . 1 lần thì không sao mà cả chục lần như_vậy,Anger,Disgust
nếu người ta sai thì gọi công_an xử_lý còn không thì bạn không có quyền nhé,Disgust,Other
đề_nghị admin xóa bài đi ạ . chứ bố_mẹ em sắp đi chợ về rồi ạ : ( ( (,Fear,Sadness
là đứa quay video,Other,Enjoyment
ngôn_tình đầy_rẫy là một cô gái sao em lại bỏ_qua bao_nhiêu mơ mộng,Enjoyment,Disgust
"thanh_niên bỏ nhà theo trai rồi bầu bắt_sen chăm , thứ_hoàng thượng_dâm tà",Disgust,Other
mình cũng một thời gắn_bó với nó,Enjoyment,Other
":)) đang ăn_mỳ , không có trứng nhạt lắm , có rụnng thì xin vài quả !",Enjoyment,Disgust
per nhìn đẹp thiệt_mày,Enjoyment,Other
làm_sao mặc áo được ta 😂 😂,Surprise,Enjoyment
rất tiếc cho 1 bài quyền,Sadness,Other
mấy_ai hiểu được ý_nghĩa mà cứ chửi như đúng rồi :)))),Anger,Enjoyment
ước gì tôi cũng được kiên_trì như anh ấy để dạy con gào mất_nết nhà tôi 😪,Sadness,Disgust
per dume_đái trong quần,Fear,Disgust
"ngta có câu nhất_cự li_nhì tốc_độ , mày phải ghi_xát dô , ghi nhanh nhanh nữa , ...",Other,Disgust
điềm báo gì đây,Fear,Other
"vẫn là thụ_động , làm_sao phải chặn_đứng hiện_tượng rải_đinh .",Other,Enjoyment
ở free được lun hả 😮,Surprise,Disgust
là đi phát tờ_rơi ngay mấy ngã tư và cổng trường đại_học ! được 200 k về mua skin yasuo siêu_phẩm 2016,Enjoyment,Disgust
"má , sờ_mông có cái mà táng bố .. ? ?",Anger,Other
cho chết,Anger,Other
thế mà cô yến bị phạt có 5 triệu : v,Disgust,Other
"chỉ có bọn nông_dân mới nghĩ ra mấy trò này , phải con_cháu nhà tao thì tao đến từng nhà 1 bắt từng thằng ăn cứt",Anger,Disgust
ụa cho fa đọc chi rựa huhu,Sadness,Disgust
😂 😂_😂 nhìn và đợi chúng_nó chia_tay,Other,Enjoyment
rất giỏi,Surprise,Other
thèm được bố chửi 1 lần 🤤 🤤,Enjoyment,Disgust
hồi nhỏ cứ đi qua chỗ nào mà nhìn từ xa thấy bóng_dáng mấy con đuỹ này là chuẩn_bị tinh_thần chạy chứ nó dí sấp mặt luôn dù mình đéo làm gì nó hết 😂 vừa dí vừa ngoác mỏ hét sợ vãi ra,Fear,Disgust
anh tây nói tiếng việt giỏi thiệt .,Surprise,Enjoyment
tao nghi chị xác_chết với chị bác_sĩ pháp_y đó yêu nhau quá chúng_mày :)),Other,Disgust
còn tao thì 14 / 2 này trở đi tao không còn fa nữa mà chuyển sang những người già neo_đơn .. kkk,Enjoyment,Disgust
ngày_xưa đi học_văn và toán chắc noa dưới trung_bình hết,Disgust,Other
per vẽ ổ_điện bá_vãi em ạ 😂,Surprise,Enjoyment
lớp xuất_hiện thứ âm_binh,Disgust,Enjoyment
"t thề mỗi lần dọn phòng sn này thì banh kem , pháo kim_tuyến . đủ các thứ . khóc mà bụt nó đéo lên",Sadness,Disgust
động_lực của phan con gái,Enjoyment,Other
bao năm ăn_học ở trg mà các vị làm vài vụ như_thế_nào 1 năm thì lại vui quá . vks ạ,Other,Disgust
đứng trụ điện mới_lạ chứ,Surprise,Other
"hai con ma đấu đầu , con mũ đen ăn toàn_cứt nên đanh hơn ?",Other,Disgust
per móc lên tới não :)),Fear,Enjoyment
họp lớp cấp 2 đi được 2 lần . cấp 3 năm trước năm nay thôi nhưng đéo 🙂,Disgust,Other
giọng không nhìn màn_hình tao_tưởng là ông_bà già nào trên 60 tuổi đang nói á .,Other,Disgust
không muốn yêu ai cả,Fear,Other
bố mấy thằng bệnh,Disgust,Other
con ngu dù bố_mẹ có là người như_thế_nào đi_chăng_nữa thì cũng là người đẻ ra mày nuôi chúng_mày lớn_khôn_lớn lên không báo_hiếu được gì lại còn sủa bậy,Anger,Disgust
"hút điếu cần xong nhìn nó ăn mà muốn phá cái tủ_lạnh vô_dụng của nhà mình quá , đéo đủ sức đựng thịt bò toàn rau .",Sadness,Disgust
"quần_áo với xe thế kia là biết gia_đình điều_kiện tnao rồi 😂_anw , mong ông_bà luôn khỏe mạnh , vui_vẻ < 3",Enjoyment,Disgust
"đi hát văn_nghệ cho trường nguyên cấp 1 , kiếm được kha_khá . cấp 2 vỡ giọng , khỏi hát 🤣",Enjoyment,Disgust
