Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
t thấy nó cười hoài mà không bao_giờ nó cười với tao cả : ( (,Sadness,Other
đống góp_ý_kiến gì mà tằm với tàu không hà,Disgust,Enjoyment
tại_sao mày nằm viện mà vẫn xinh thế ? ?,Surprise,Other
công tình_yêu làm_ăn kiểu lồn gì vậy .,Anger,Other
cố_gắng lên cụ nhé ! ! ❤,Other,Enjoyment
1 lần thôi cũng đủ xao_xuyến anh rồi,Enjoyment,Other
"per đấu nhau to rồi , phen này hay",Enjoyment,Other
t chỉ thấy tình_yêu của tao nó tan_vỡ thôi,Sadness,Other
khó_tính chảnh chó như mèo 🙄,Disgust,Enjoyment
rồi các em cũng ăn cứt thôi : ) ),Disgust,Enjoyment
vậy cũng được luôn hả ? 😄,Surprise,Other
thanh_niên này cục_súc vãi,Disgust,Other
bộ phim hay ý_nghĩa nhất từng xem,Enjoyment,Other
moá nhìn rùng hết cả mình,Fear,Other
cưng quá đi,Enjoyment,Other
trong phim này thấy cái thằng anh_hùng đạp xa đạp phế vkl,Disgust,Enjoyment
hậu_duệ mặt_trời đấy chứ đùa đâu nhá 😗 😗,Other,Enjoyment
tao thề từ giờ đến cuối năm mà tao không lấy được vợ thì tao quyết_định sag năm lấy 😊,Enjoyment,Disgust
dăm_ba cái_trò nấu cơm này sao làm_khó tao .,Enjoyment,Other
"ôiii vãi , dume nhìn thôi tao đã sợ rồi . từ nhện nhỏ đến nhện to không con nào là tao không sợ : ( (",Fear,Sadness
per tôi có 1 thằng bạn lúc_nào cũng chỉ lo dìm hàng chiều cao của tôi thôi .,Disgust,Sadness
cái này là cái gì thế .,Other,Sadness
per nhìn nó gớm những vẫn khoái coi . thú_vui biến_thái dễ sợ,Enjoyment,Disgust
"tao sợ chó lắm . """,Fear,Other
còn đồng_nghiệp hãm lờ thì ...,Disgust,Other
làm người khác thỏa_mãn bằng mùi hương của chính bản_thân,Enjoyment,Disgust
nóng như này ăn vải là thích nhất còn gì ... auto mát,Enjoyment,Sadness
má : ) ) ) đoạn đeo mặt_nạ kinh_dị vkl : ) ),Fear,Enjoyment
"xã_hội thật phức tợp , huhu . không muốn sống chung loài_người nữa , tao về núi đây",Fear,Sadness
thế nên bán hàng có tâm là đừng bao_giờ nài_nỉ khách mua thêm vì biết đâu bạn vô_tình làm cho nỗi đau của họ trở_nên tồi_tệ hơn .,Sadness,Disgust
ghét vãi nồi,Anger,Enjoyment
"ôi dume giật nảy mình , tí thì rơi điện_thoại",Fear,Enjoyment
"quê tao mà , tao nhìn 1 cái là biết ngay",Other,Sadness
per trình mày vẫn còn thấp chán = ) ),Other,Enjoyment
huhu sợ vãi luôn á,Fear,Enjoyment
chưa bao_giờ b đến đích là gì cả,Sadness,Other
bao năm giải_phóng như thế này phải không anh,Other,Sadness
đi viện thôi mà có cần phải đẹp vậy không,Surprise,Other
"giơ cao đánh khẽ , cảnh_cáo cho có lệ",Anger,Enjoyment
gì thế này ? này là kiến_thức đó hả ?,Surprise,Other
"trong tất_cả các con , con mèo là mất_dạy nhất …",Disgust,Sadness
đm phải tao tao chửi mả bố nhà chúng_nó lên chứ trêu trêu cái lol 😒 😒 vả cho mỗi thằng ml vài cái chứ ở đấy cho chúng_nó quây rồi nhăn nhỉ với nhau . .,Anger,Disgust
"cái lò huyền_thoại nè per , lúc mình ở chung đó",Enjoyment,Other
tao đang chờ xem bà ấy được nghe nhạc ý mà hết video 🤣,Enjoyment,Sadness
cỡ nào anh cũng có_thể chịu_đựng được vì anh yêu em,Enjoyment,Sadness
per giảm_tốc ở bình dương tuổi gì với cái này .,Other,Sadness
chuyện buồn quá chúng_mày à . tao không dám đọc sợ làm quyết_tâm có người_yêu của tao lung_lay 🙄,Fear,Disgust
"chỉ có bạo_lực mới giải_quyết được bạo_lực , tao mà làm_luật tao sẽ hạ tuổi người_lớn là 13 tuổi , đem nó lao_động khổ sai 10 năn",Anger,Disgust
sau_này mình có được như_vầy không nhỉ 😊,Other,Disgust
1 bạt_tai 2 đạp chứ ở đó bướng,Anger,Disgust
thực_ra chỉ cần nhập đúng input là được thôi mà : d,Enjoyment,Sadness
bướng tao đập chết cụ mày,Anger,Disgust
chính những người như thế họ rất cẩn_trọng khi bật xi_nhan đấy,Fear,Sadness
sao chúng_nó dã_man thế nhỉ,Surprise,Other
chuyện nhà người_ta mà cứ thích bới cả lên 😅 😅 😅,Disgust,Enjoyment
không biết phải mình lúa không . chứ mỗi lần đi du_lịch trước khi trả phòng là mình phải dọn sạch_sẽ . cứ nghĩ nhận phòng sao thì trả phòng vậy . bị anh chồng la hoài là vậy,Sadness,Disgust
đem hủy mẹ đi . đấu_giá cái quần què gì xong thằng mua lại nó hứng nó cho cả thế_giới dính vr cmnl .,Anger,Disgust
"đừng so nó với chó . , vì chó nhà tao cũng từng bị nó cắn rồi 🤧 . nó đéo ' sợ bố con thằng nào cả .",Anger,Disgust
chắc mình là thánh nguy_hiểm,Enjoyment,Other
quả này cũng chất lắm,Enjoyment,Other
thế con lồn chủ_nhiệm kia đéo có trách_nhiệm gì nữa à : / giáo_viên mà sao nghĩ ngắn thế ?,Anger,Disgust
cứ sợ rớt điện_thoại : ) ) ) ) sợ nhất_là lỡ khúc nào khó là té không_thể tả nổi,Fear,Disgust
coi mà hồi_hộp vãi 😂 😂 😂 ... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v,Enjoyment,Disgust
câu_chuyện mọc_sừng được bắt_nguồn từ đó 😀,Enjoyment,Other
"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày",Other,Sadness
"từ nhỏ đến lớn chỉ nghe được câu mày béo thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆 😆",Disgust,Sadness
nhớ lắm . . cay mắt lắm ... .,Sadness,Enjoyment
"dume , em tao mà bị thế này thì tao xiên mỗi đứa một nhát , đi tù cũng được",Anger,Disgust
vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe_máy à,Surprise,Sadness
có đủ mọi gia_vị : < em thấy vị đắng của sự chua sót quá nhiều : ),Sadness,Disgust
chắc chưa : ) ) ) si nghĩ kĩ lại đi,Other,Enjoyment
thế đéo nào ma không bị phóng_điện nhỉ,Surprise,Disgust
mỗi lần có video của con là cứ coi đi coi lại hoài . cưng con quá .,Enjoyment,Sadness
để 1 ngày là khó_chịu rồi,Anger,Other
lúc bé mình rất sợ,Fear,Other
chắc là uncrush thôi . bố_mẹ thì còng lưng ra làm cho con đi học .,Sadness,Disgust
đi làm quán nước mà mỗi cái bịch nay long đựng ống hút nó cũng xé nhỏ ra rồi để bay tứ_tung đi quét đã muốn lòi lồn,Sadness,Disgust
"moá ơi , lợn mặt_trăng 😂 😂 😂",Surprise,Enjoyment
không biết thật mà hix .,Sadness,Other
năm sau nữa quyết_định nằm cho đỡ đau lưng 😁 😁,Other,Enjoyment
viện nào nhìn đẹp_thế,Surprise,Other
muộn rồi : ) ) ),Sadness,Enjoyment
chuyển cảnh nhanh quá làm tao theo không kịp luôn á,Surprise,Sadness
per nhớ lần mua mộc ra bờ sông ghê . đã thế còn làm li đặc_biệt . dm,Other,Disgust
nhiệt_tình + ngu_dốt = phá_hoại . toàn óc đi xem bđ,Disgust,Enjoyment
"này thì cắt đức quan_hệ , toàn_thể_hiện , dume nó",Disgust,Sadness
dẹp . đéo lưu_luyến .,Anger,Enjoyment
t_thề hồi nhỏ qua nhà ông hàng_xóm vá xe tao bị con ngỗng dí chạy xúc quần quanh nhà ổng vừa chạy vừa la_làng tới giờ nhớ lại vẫn còn hãi 😧 😧 😧,Fear,Disgust
quá_đáng !,Anger,Other
coi ảnh này nổi cả gai_ốc,Fear,Other
tao bắt_đầu sợ nó ròi đấy : ) ) ám_ảnh vãi,Fear,Enjoyment
chắc chỉ có nhật mới vậy ở vn thì tôi không quan_tâm ông mua_bán ra sao được giá tao mua_bán,Other,Sadness
ơ ̉ viê ̣ tao nam sao được như vâ ̣ y,Other,Enjoyment
nhiều lúc sợ bị pê đi,Fear,Other
"ko phải con mình , mà xem còn thấy đau như vậy huống gì người trong cuộc . thật là phẫn_nộ mà . cơ_quan_chức_năng làm_việc quá chậm_trễ , đến giờ mà vẫn chưa tìm ra người chịu trách_nhiệm . 😠 😠 😠 😠 😠 😠",Anger,Disgust
"video mờ thế còn xác_minh được , thế còn lão per đến giờ vẫn im_lặng là sao ? 🙂",Surprise,Sadness
cái này chỉ sướng mấy anh đèo mấy em ngực bự đi đường này nẩy tâng_tâng,Enjoyment,Disgust
"tháng 10 đến rồi , nghe bài này quá chuẩn",Other,Sadness
vẫn xinh_đẹp dịu_dàng trong mắt tao 😂,Enjoyment,Other
"rãnh vãi , kiếm cái gì làm đi",Disgust,Other
cảm_ơn các anh tình_nguyện_viên .,Enjoyment,Other
đéo mẹ . nhìn nổi da_gà . .,Disgust,Enjoyment
t coi đi coi lại mấy lần để xác_định con nhện nó phóng qua tới cái điện_thoại hay là nghệ_thuật ) ) ) ),Other,Enjoyment
ôi đất_nước tôi ... hở ra là bàn_thờ bát nhang 😳 😳 😳,Disgust,Enjoyment
đục_khoét tuổi_thơ vãi ; ) ) ),Other,Enjoyment
"nhìn cảnh 2 bố con hôn từ_biệt , em bé cũng rướn mặt theo hôn bố mà chảy nước_mắt , em bé như thế chắc không biết diễn , đúng là cảnh đẹp quá",Sadness,Disgust
per khi ế nhưng vẫn phải giương mắt nhìn bọn nó ân_ái,Sadness,Other
"thế đường không cấm đỗ , bạn lấy quyền gì không cho người_ta đỗ_vậy",Anger,Sadness
cứ thấy cute cưng cưng sao á ... . có ai thấy giống per như tao không ? ?,Enjoyment,Sadness
tao là thằng chưa bao_giờ giận người_yêu vì người_yêu tao không bao_giờ làm gì có lỗi hết,Enjoyment,Sadness
thanh_niên phượt rách dép = ) ) ),Other,Enjoyment
per mùa này mà làm cú mền này giữa trưa 40 độ hết sảy = ] ],Enjoyment,Sadness
đã năm 2000 . người_ta cho mượn 200 tr rồi . . từ đó về sau nhà người_ta có cần 25 tr / tháng hay không ? ? ?,Other,Sadness
"per : ) ) ) tuy anh hay bắt_nạt , giấu đồ và ăn bòn đồ ăn của em nhưng nếu thiếu anh thì công_việc sẽ trở_nên căng_thẳng phết đó 😭",Sadness,Disgust
ko nên vì tất_cả do người_lớn sắp_đặt cả không nên cho lớp trẻ mất newnf móng,Other,Disgust
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸 🕸 🕸 😂",Disgust,Enjoyment
đoạn cuối hình_như nó khóc,Sadness,Enjoyment
nốt hôm_nay thui . thui không ngĩ đến và bắt_đầu_từ_bỏ 1 thói_quen,Sadness,Disgust
riêng đéo gì tối nay mà khóc với lóc,Anger,Disgust
muối nhà mày mua chỗ khác rồi hay s thiếu mặn z : ) ),Disgust,Enjoyment
do cái áo . mặc giống nhau làm đíuu gì,Anger,Other
nên cho người xử sai ngồi_tù như người_ta xem sao ... .,Anger,Other
có ai vào đọc bình_luận trước khi xem như tao không ? ? ?,Other,Sadness
phim cực hay và cực cảm_động_lòng người,Enjoyment,Other
"mẹ kể hồi nhỏ nuôi con ngỗng thay chó canh nhà . ăn_trộm mà vào thì chạy đằng_trời với nó , cả bầy lao ra quạt với táp , khi gia_đình vác gậy chạy ra thì thằng ăn_trộm nó ôm cây trên tít cành cao , áo_quần tóc_tai lủng máu_me tè le . gia_đình phải cứu ăn_trộm má mấy mẻ còn không tha , 2 3 con vẫn dí nhảy hàng_rào dí theo ăn_trộm . phải nói dí bao dai mà cục_súc vê lờ .",Enjoyment,Disgust
dume sao mày đánh tao,Anger,Enjoyment
ko còn tính người nữa rồi,Disgust,Sadness
"per đó là lý_do tại_sao em luôn nói với anh , có gì cũng phải nói ra",Fear,Sadness
per đừng_luyện ngôn tình nữa . . chờ cái này xem đi 😂,Other,Sadness
uổng_phí công_sức bao người !,Anger,Enjoyment
khi đời quá mệt_mỏi . đi tìm 1 chút drama,Other,Sadness
tao cũng hay sử_dụng chiêu này và bọn đàn_ông vẫn cứ bị lừa ? ? ? ?,Enjoyment,Sadness
khi bạn ngu tất_cả các lĩnh_vực như toán_học văn_học nhưng vẫn cố tỏ ra nguy_hiểm,Disgust,Enjoyment
thường thôi . hồi nhỏ tao nấu kiểu này hoài . nấu lun cái bếp nhà chú,Enjoyment,Disgust
rất biết cách ngồi đấy nhỉ ? ? ? ?,Other,Enjoyment
quán tao vỡ sụp xuống hơn mưa,Other,Enjoyment
ngày buồn hôm ấy tôi cũng là người rời khỏi lớp cuối_cùng . ! ! !,Sadness,Enjoyment
khung_cảnh ấy cuộc_sống đấy mỗi lần được xem yên bình nhẹ_nhàng cực ! yêu bạn ấy,Enjoyment,Other
con_gái hay ảo_tưởng như vậy lắm 😌,Sadness,Enjoyment
nhìn stt đồng_cảm khủng_khiếp .,Sadness,Enjoyment
"đến cả khi nó nói thích mình , 1 phút sau nó lại nói chỉ trêu . mệt_mỏi",Sadness,Other
per chị rep khách_hàng thế ấy hả 😞 bị bóc phốt rồi,Sadness,Enjoyment
bảo dân_trí thấp lại tự_ái,Disgust,Enjoyment
"công_trình 850 năm_tuổi , xây_dựng 100 năm mới hoàn_thành chỉ còn là đống cháy sắt vụn .",Sadness,Disgust
dù có sống được mấy_đời thì cũng nợ mẹ cha trọn cả mấy_đời .,Sadness,Enjoyment
trông tội vãi,Sadness,Enjoyment
"nói câu sau là nuốt câu trước , y chang nuốt não nó v đó nhỉ kk thật thú_vị",Enjoyment,Disgust
hí . dễ_thương quá,Enjoyment,Other
per đọc nhầm con nhện thành con gián : ) ) thật khó hiểu,Other,Sadness
per biết phân_biệt phải trái không vậy ? ? ? và có biết đỗ như thế_nào là đúng luật không ? ? ?,Anger,Sadness
à thì ra là vậy,Surprise,Other
dm ông cầm cam cho cẩn_thận vào tôi cũng muốn ngã mẹ nó rồi này,Fear,Sadness
mẹ nó cái trang nhổn làm . bố mới thay kính cường_lực hôm_qua mà bể rồi . mẹ chúng_mày,Anger,Disgust
"phàm việc quan_trọng trong thiên_hạ , cứ về hỏi_vợ , vợ nói sao cứ làm ngược_lại chắc chắc sẽ đúng !",Enjoyment,Disgust
mình chỉ nói đến cơ_hội việc_làm thôi chứ không bàn_luận gì về việc ông ấy là người như thế_nào bạn nhé ? ?,Other,Sadness
chúng_ta thật hạnh_phúc và luôn đi chung với nhau suốt chặn đường dài rồi đó nà ?,Enjoyment,Sadness
"giờ mà quay lại cái thời đi học , tao thề không ngoan nữa mà sẽ bỏ học đi chơi vài bữa",Other,Disgust
bức ảnh này lại làm mình bị ám_ảnh . haz,Fear,Sadness
giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,Surprise,Disgust
kinh_dị thật nhìn ngu vãi,Disgust,Enjoyment
ngu vãi,Disgust,Enjoyment
quảng_cáo đéo gì tao thấy đáng sợ vãi .,Anger,Enjoyment
t đang thắc_mắc là 2 thằng kia đéo hỏi thằng per à 🤔,Other,Sadness
sở khanh như boss chịu liền . . đẹp_trai quá trời ui,Enjoyment,Sadness
tao thì nói xong lại thấy người_ta không hứng_thú thì lại lượn,Sadness,Other
"em đỗ 6 trường đại_học ở mỹ , còn hàng trăm thằng đổ em luôn rồi đó , em biết không . trong đó có anh 🤪",Enjoyment,Sadness
bá đạo vậy chơi sao lại 🤣,Fear,Disgust
mình bình_luận chủ_yếu muốn khoe mình là fan cứng thôi : ) ) các bạn không cần để_ý,Enjoyment,Sadness
đau ghê,Sadness,Enjoyment
cô ấy còn không thèm coi tin nhắn của tao : ( (,Disgust,Sadness
"haha con hãm bán nước_hoa fake mà kêu real , bị tao vạch_mặt rồi block tao",Other,Disgust
cao quá cũng khổ chứ sung_sướng đéo gì 😓,Sadness,Other
mua con lợn 5 chục lì_xì được có 40 nghìn mất thời_gian tốn cả tiền_bạc 😂,Sadness,Enjoyment
ngu thiệt trời,Disgust,Enjoyment
nhiều khi chỉ ước gì mấy đứa bá dơ này có_thể chết thay cho chị nữ_sinh giao gà thì hay biết_mấy ...,Other,Sadness
per không_lẽ sau_này kím bạn trai không tập gym 😖,Sadness,Other
ngày trước nấu cơm . đun rơm . đốt được hơn 10p mới nhớ ra chưa cho nước . hỏng cả nổi cơm huhu,Sadness,Enjoyment
per con_người dù có bị trừ hết điểm cũng chạ thèm quan_tâm ạ 🙂,Disgust,Other
per theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi,Enjoyment,Sadness
"đi chơi gặp 3 con mất dậy này vừa bị dí vừa bị cạp đít đau không chịu được sau phải nhảy lên cây để trốn , giờ gặp là sợ 😭 😭",Fear,Disgust
"con_người hay con vật nó còn biết suy_nghĩ , đây là loại gì",Disgust,Sadness
fa đéo thích video này 😏,Disgust,Enjoyment
per sao bố lại đủ bình_tĩnh để xem hết cái trailer này nhỉ . _ . sợ vãi,Fear,Enjoyment
ngon xuống đây nói_chuyện tử_tế với bố như 2 con chó xem,Anger,Disgust
nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết,Disgust,Sadness
""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ_hội ... anh chắc_chắn vẫn tặng em đoá hồng đẹp nhất """,Enjoyment,Sadness
trong luâ ̣ tao co ́ khung hi ̀ nh pha ̣ tao bă ́ n không . ghê tơ ̉ mày con qua ́ i na ̀ y qua ́,Disgust,Enjoyment
người_ta có bạn_bè nhìn vui thật,Sadness,Other
"một hình_ảnh hay nhưng một loại âm_thanh rất chối tai , câu_đầu_tiên đã chửi thể và tiếp_theo cũng vậy , rất vô văn_hóa .",Disgust,Enjoyment
cười xĩu,Enjoyment,Other
nếu yêu anh ! em sẽ hỏi ý_kiến anh về mọi việc .,Other,Sadness
"lúc cụ bà cầm bông như cô gái 18 lần đầu mới yêuc vậy bà ngạc_nhiên và hạnh_phúc nhìn sâu_lắng , video ngắn nhưng cho người xem si nghỉ mải",Enjoyment,Disgust
"cái công_ty thực_phẩm cung_cấp cho các trường mầm_non thật quá độc_ác . vì lợi_ích cá_nhân mà ảnh_hưởng khủng_khiếp tới các em . quá dã_man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây_giờ sống nhé nhỉ thế_là không sao . đời còn dài lắm",Other,Disgust
per dẹp hết . không có bán mua quần què gì nữa hết,Anger,Sadness
nếu đồng_nghiệp của bạn hãm vãi thì cũng_nên đăng xuất đi,Disgust,Sadness
per khi bạn đang feed mạng nhưng chị bạn lại bật hongkong1 : ) ) ) ) ) ) ),Other,Enjoyment
yêu nghề chuẩn mẹ rồi,Enjoyment,Other
chạm đáy nỗi đau 😞,Sadness,Enjoyment
đẹp_trai mà bị đá à,Surprise,Enjoyment
làm như là người tối cổ mà không biết . này là bếp từ phiên_bản đầu_tiên chứ gì,Other,Sadness
cách xử_lý của cô chủ_nhiệm quá tồi .,Disgust,Enjoyment
chưa được đi pháp mà huhu,Sadness,Other
"suốt ngày trật ray , còn hay không sự phù_hợp hệ_thống ray - tàu với hệ_thống đường_sắt vn",Fear,Enjoyment
coi mần cái mặt kìa trời 🤣,Other,Enjoyment
ủa xưng mày tao thì có vấn_đề gì nhễ,Other,Sadness
thề địt_mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện_thoại vãi : ),Anger,Enjoyment
"cái này mà đơn_giản ? chị à , là chị nghĩ đơn_giản thôi = ] ] ] ]",Disgust,Enjoyment
per la_liếm cả ở trong này hả = ) ),Surprise,Enjoyment
địt_mẹ xấu mặt đàn_ông quá . đéo hiểu mấy thằng lol này nghĩ nó ngầu chỗ đéo nào nhỉ . bệnh_hoạn vãi,Disgust,Enjoyment
vì những thành_phần như bạn mà page cứ phải khoá bình_luận cho trong_sạch đấy . thật là giông_bão 😌,Disgust,Enjoyment
một bình_luận của người trong cuộc . đọc xong thấy ấm lòng cho per !,Enjoyment,Other
nhớ cái váy với bộ tóc chấm bi đen trắng của anh huy ghê,Other,Disgust
per_ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng_ta 😏,Sadness,Disgust
nguy_hiểm_thật,Fear,Other
thân gửi mấy má bán combo quà độn xốp với mấy cha có ý_định tặng 😂 😂,Disgust,Enjoyment
cho em canh với . hehe,Enjoyment,Other
"lúc trước chạy xe_đạp đi ngang qua đàn vịt có mấy con ngỗng lẫn trong đó . thế_là dume tụi nó rượt tao vừa chạy vừa la cái thứ âm_thanh nghe "" ứ ứ "" "" hiếp em đi "" làm tao sợ tụt lol : ) )",Fear,Disgust
sáng nay mình cũng gặp 1 anh công_an dễ_thương lắm,Enjoyment,Other
"ng nhật giỏi ở chỗ đó . , đây không phải là sự phiền_hà mà là một cơ_hội .",Enjoyment,Sadness
"phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác .",Anger,Disgust
"có người cả đời ăn không hết lại có người thiếu ăn , thiếu mặc nhìn chán đời vãi",Sadness,Other
kiểu định share vì thấy tinh_thần khá hơn nhưng đọc bình_luận xong kiểu nhiều đứa còn tiêu_cực hơn mình : <,Sadness,Enjoyment
ngu nhất năm,Disgust,Other
sao bắt nhanh thế sáng đọc báo có tin chôm ngân ngàng chiều đọc báo đã bắt được rồi,Surprise,Disgust
per đồng_nghiệp tốt giúp ta dễ vào nhà thương điên kkkk,Enjoyment,Sadness
"phàm là việc đại sự trong thiên_hạ , cứ về hỏi_vợ . vợ bảo sao thì làm ngược_lại . ắt thành_công ! ! !",Other,Enjoyment
"muốn em vui_vẻ đơn_giản lắm , chỉ cần bao ăn bao xem phim tuần 1 lần thôi hỡi các đồng_nghiệp ơiii 🤣",Enjoyment,Disgust
mẹ đang buồn ỉa mà trên đường về gặp mớ gờ giảm_tốc kia thì phọt bà ra quần 😨,Fear,Disgust
mấy bạn nữ kêu cái mẹ gì vậy,Disgust,Sadness
nói gì thì tụi bây cũng không tin đâu . . 😌 😌,Sadness,Enjoyment
"tuổi_thơ của tao sợ nhất là con này , không làm gì mà nó cũng rược , suốt ngày thì kêu um sùm",Fear,Sadness
phải con tao tao cho cả lũ chó cụt tay hết !,Anger,Other
per khóc quá trời rủ họp lớp đéo thấy đâu,Disgust,Enjoyment
nghĩ cũng tội mà thôi cũng kệ,Other,Enjoyment
sang năm quyêt định đi ngủ cho đỡ mỏi_mắt,Other,Disgust
chỗ tao lắm đứa khó_chịu vãi,Disgust,Enjoyment
gì cũng được chứ yêu 1 người vô_tâm thì đéo 🙂,Disgust,Enjoyment
phản_cảm,Disgust,Enjoyment
đen thôi đỏ vẫn thế,Other,Enjoyment
mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ,Enjoyment,Disgust
cô per vợ ông per - trung_nguyên - có phải là cô_giáo per huyền_thoại không nhỉ ?,Other,Sadness
đang thất_tình mà dume cứ bắt đi bán xoài @ @,Sadness,Enjoyment
"cha quay_phim cũng không phải dạng vừa , mẹ diễn_viên thần_thái vãi",Enjoyment,Disgust
xém lại lên báo_vụ bác_sĩ bị người_nhà bệnh_nhân hành_hung cho đến chết 😌 😌 😌 😌 😌,Disgust,Enjoyment
tuổi_thơ bất_hạnh . . học mẫu_giáo mà cạnh trường_học là 1 bầy ngỗng . sáng nào tao cũng được chạy bộ tập_thể_dục nhờ bọn nó,Sadness,Disgust
cái miệng nói_chuyện không có người phụ_nữ nào có trời ơi thật là có duyên khiếp quá đi thôi,Enjoyment,Sadness
mẹ tao vừa đọc xong còn tag tên tao vào . bọn mày có cách nào trưa nay không về nhà mà vẫn có tiền ăn cơm không chỉ tao với,Fear,Sadness
"mai tao ăn gà , chụp hình bình_luận lại cho mày thèm chơi ? ?",Enjoyment,Other
phim này rất hay .,Enjoyment,Other
ngang_trái quá ạ !,Disgust,Other
"lúc nhỏ nấu bằng này không , nấu hơi bị ngon , tạo cơm cháy ăn bao riềng",Enjoyment,Disgust
đem người đó ra biển cho biển cuốn đi lun . . hihii,Enjoyment,Sadness
"tiêu_đề bộ phim cứ ngỡ là thể_loại hài , nhưng nếu xem hết thì các bạn sẽ rút ra rất nhiều điều và cái hay trong phim này",Enjoyment,Sadness
ôi tao đã tìm được người cùng hành_tinh ?,Surprise,Other
mày làm anh tao hơi lâu rồi đấy,Disgust,Other
nếu bạn kinh_doanh mà tôi đỗ xe trước cửa_nhà bạn cả buổi thì đường của ai nhỉ,Disgust,Sadness
t gặp ngỗng chạy bỏ dép,Fear,Sadness
lò vi_sóng đó hjhj,Enjoyment,Other
"bạn_bè nói_chuyện cũng chụp post facebook , vui không ?",Disgust,Other
cái nệm này độ đàn_hồi đỉnh ghê,Surprise,Other
có gặp cũng đéo dám ngẩng đầu lên nhìn,Sadness,Other
không biết vì_sao họ vẫn cười nhưng mình thì khóc ...,Sadness,Other
cái máy nghe nhạc nè,Other,Enjoyment
gần thôi : ) ) ) giờ nhìn lại đề thi và không hiểu sao mình ra trường được : ) ) ),Enjoyment,Sadness
ủa rồi chân một khúc như tao nhảy kiểu gì ? 🙂,Other,Sadness
bộ phim hay nhất từng xem,Enjoyment,Sadness
list này không có liệt_kê công_việc của dân chứng_khoán sao ?,Surprise,Sadness
hình vui mà sao đọc lại muốn khóc nhĩ ...,Sadness,Other
qua chạy xe nẹt nẹt bốc đầu bố ai dám dô,Fear,Enjoyment
: ( ( tội bé,Sadness,Enjoyment
còn chặt cả cây ổi của hàng_xóm để lấy cái chạc làm súng đấy cứ,Enjoyment,Disgust
mai chơi trò hứng nước mà nóng quá chắc chơi vầy luôn,Other,Enjoyment
"thôi xong nhá , mấy đứa mà xác_định làm răng cả đời thì ... tập xác_định",Other,Sadness
per nhớ cái này không bây kk,Enjoyment,Other
hình_như bồ tao cũng tập gym 😶 😶,Other,Enjoyment
rửa bát cũng được nấu cơm cũng được giặt quần_áo cũng được miễn_là có ba mẹ vợ_con là được . làm gì cũng được,Other,Disgust
đùa chứ cái tầm nghịch ngu này cho vào trại giáo_dưỡng mấy tháng cũng được,Disgust,Sadness
nghèo mà đi tập_huấn sang chảnh ? ?,Disgust,Other
nhìn kinh_dị quá 😂,Disgust,Enjoyment
các bạn đang bảo con này ah 😂 😂 😂,Other,Enjoyment
chạy xe hơn 40 ' chỉ để chạy ngang chỗ crush làm nhìn 1 cái rồi về : ) đến giờ vẫn vậy cứ rảnh là chạy vô nhìn cái rồi về : ),Enjoyment,Disgust
tao cũng ho trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,Sadness,Disgust
thành_phần_nào cũng có : ) ) ăn_hiếp con_gái : ) ) thua cả súc_sinh,Disgust,Enjoyment
một lũ óc không bằng chó .,Disgust,Sadness
khuôn_mặt đáng thương,Sadness,Enjoyment
xỉu lên xỉu xuống : (,Sadness,Other
bài này hay quá,Surprise,Other
per quả_lừa con chó ngoài bờ_rào,Other,Enjoyment
mấy thằng ngu mang danh cổ_động_viên cuồng_nhiệt . ban tổ_chức bắt tại_trận được thằng nào thì bắt nó share ra = ) ),Disgust,Enjoyment
ừ thế_là kể từ đấy về sau đứa con_trai nào cũng trở_thành huynh đệ với nó hết,Other,Sadness
chúc bạn thành_công < 3,Enjoyment,Disgust
ông này nội_công thâm hậu nhảy lên gẫy cả cây_thế_là té đít dầm xuống đất . tại hạ bái_phục,Surprise,Disgust
per mai_mốt không xem hết video đừng vô phán,Disgust,Other
t đu ́ theo thôi : v tao biê ́ tao thư ̀ anh no ́ la ̀ shipper,Enjoyment,Disgust
quãng cáo cũng được đăng à,Surprise,Other
sao giá ảo quá vậy : ) ) ) ),Surprise,Enjoyment
"tao có 4 cái ăn không tao share bớt cho , cạch mặt đứa bán hàng đi",Disgust,Sadness
